Formulation_ID,product_name,tox_doc_product,doc_rel,doc_source,판정,근거유형,근거,문서Section3_CAS,우리_CAS,y_eye_src,y_skin_src,y_sens_src,라벨오염_eye,라벨오염_skin,라벨오염_sens,신뢰도
EyeIrritation6pack_PID246,Clothiandin 600 FS,Clothianidin,ingredient_source_audit/ordered_option_runs/highlighted_sources/G029_210880-92-5_ChemBlink_Sigma_highlighted.pdf,local,부분일치,외부지식,"우리CAS(0)[] vs 문서Section3CAS(2)['210880-92-5', '307-00-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=11491 | 수동판정(규칙엔진=오연결→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'Clothianidin' 대조",210880-92-5|307-00-5,,ntp_measured,sds_v1,sds_v1,False,False,False,중간
EyeIrritation6pack_PID247,Clothianidin,Clothianidin,ingredient_source_audit/ordered_option_runs/highlighted_sources/G029_210880-92-5_ChemBlink_Sigma_highlighted.pdf,local,일치,제품명동일,"우리CAS(0)[] vs 문서Section3CAS(2)['210880-92-5', '307-00-5'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=clothianidin | 문서추출문자수=11491",210880-92-5|307-00-5,,ntp_measured,sds_v1,sds_v1,False,False,False,높음
EyeIrritation6pack_PID267,Coumaphos (#N/A),Coumaphos,ingredient_source_audit/highlighted/f1266cfbaff748b8_highlighted.pdf,local,일치,조성일치,"우리CAS(0)[] vs 문서Section3CAS(2)['38-00-3', '56-72-4'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=coumaphos | 문서추출문자수=10763",38-00-3|56-72-4,,ntp_measured,,,False,N/A,N/A,중간
EyeIrritation6pack_PID28,Abamectin B1a,Abamectin,ingredient_source_audit/ordered_option_runs/highlighted_sources/G028_71751-41-2_ChemBlink_Sigma_highlighted.pdf,local,일치,CAS불일치,우리CAS(1)['65195-55-3'] vs 문서Section3CAS(1)['71751-41-2'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=abamectin | 문서추출문자수=12462,71751-41-2,65195-55-3,ntp_measured,sds_v1,sds_v1,False,False,False,중간
EyeIrritation6pack_PID283,Cyflufenamid Fungicide,Cyflufenamid 10 SC,ingredient_source_audit/highlighted/ca3147009bb5844c_highlighted.pdf,local,부분일치,CAS일치,"우리CAS(1)['180409-60-3'] vs 문서Section3CAS(2)['180409-60-3', '2634-33-5'] | NTP앵커CAS교집합=['180409-60-3'] | 문서본문에서 발견된 우리 성분명='cyflufenamid' | 제품명토큰교집합=cyflufenamid | 문서추출문자수=10474",180409-60-3|2634-33-5,180409-60-3,ntp_measured,sds_v1,sds_v1,False,False,False,높음
EyeIrritation6pack_PID288,Cypermethrin(95%),Cypermethrin ROTICHROM® Pestilyse® HPLC,ingredient_source_audit/highlighted/9e9937cbb45ac976_highlighted.pdf,local,일치,외부지식,"우리CAS(2)['421-00-4', '52315-07-8'] vs 문서Section3CAS(2)['421-00-4', '52315-07-8'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=cypermethrin | 문서추출문자수=11107 | 수동판정(규칙엔진=상표명대응→일치); 제품명/상표명 지식 및 문서 기재 제품명 'Cypermethrin ROTICHROM® Pestilyse® HPLC' 대조",421-00-4|52315-07-8,421-00-4|52315-07-8,ntp_measured,sds_v1,sds_v1,False,False,False,중간
EyeIrritation6pack_PID289,Cypermethrin(96.7%),Cypermethrin,ingredient_source_audit/highlighted/1828959a8cc157cc_highlighted.pdf,local,일치,조성일치,우리CAS(1)['86753-92-6'] vs 문서Section3CAS(1)['86753-92-6'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=cypermethrin | 문서추출문자수=7343,86753-92-6,86753-92-6,ntp_measured,,,False,N/A,N/A,중간
EyeIrritation6pack_PID29,Abamectin B1b,Abamectin,ingredient_source_audit/ordered_option_runs/highlighted_sources/G028_71751-41-2_ChemBlink_Sigma_highlighted.pdf,local,일치,CAS불일치,우리CAS(1)['65195-56-4'] vs 문서Section3CAS(1)['71751-41-2'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=abamectin | 문서추출문자수=12462,71751-41-2,65195-56-4,ntp_measured,sds_v1,sds_v1,False,False,False,중간
EyeIrritation6pack_PID299,Deadline Bullets,Deadline Bullets®; Deadline® M-Ps™; Deadline® T&O; Deadline® M-Ps™ Mini Pellets; Deadline® Ornamental,ingredient_source_audit/highlighted/3adf46e2fe8ca31f_highlighted.pdf,local,일치,CAS일치,우리CAS(1)['108-62-3'] vs 문서Section3CAS(1)['108-62-3'] | NTP앵커CAS교집합=['108-62-3'] | 제품명토큰교집합=bullets|deadline | 문서추출문자수=9525,108-62-3,108-62-3,ntp_measured,,sds_v1,False,N/A,False,높음
EyeIrritation6pack_PID3,0.08% Mesotrione on Fertilizer,Meso 4SC Select,ingredient_source_audit/highlighted/538caf56df65ee88_highlighted.pdf,local,부분일치,외부지식,우리CAS(1)['104206-82-8'] vs 문서Section3CAS(1)['104206-82-8'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=9532 | 수동판정(규칙엔진=오연결→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'Meso 4SC Select' 대조,104206-82-8,104206-82-8,ntp_measured,,,False,N/A,N/A,중간
EyeIrritation6pack_PID301,Decis 1.0 Gel,1-Decene,ingredient_source_audit/highlighted/417529ce078df58e_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(2)['52918-63-5', '872-05-9'] vs 문서Section3CAS(1)['872-05-9'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=8045",872-05-9,52918-63-5|872-05-9,ntp_measured,sds_v1,,False,True,N/A,중간
EyeIrritation6pack_PID306,Densil CA,"Synthetic Amorphous Silica. / Product Label Name: Precipitated Silica / Trade Names: DENTSIL DS-60, DENTSIL DS-100, DENTSIL DS-230.",ingredient_source_audit/highlighted/c7e78d31b7faea01_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(2)['1897-45-6', '28159-98-0'] vs 문서Section3CAS(2)['112926-00-8', '7631-86-9'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=14769",112926-00-8|7631-86-9,1897-45-6|28159-98-0,ntp_measured,,sds_v1,False,N/A,True,중간
EyeIrritation6pack_PID310,Devrinol 2-EC Ornamental Herbicide,Napropamide 21.8% EC / Trade Name: Devrinol 2-E,ingredient_source_audit/highlighted/3634abcca3655ffe_highlighted.pdf,local,일치,외부지식,우리CAS(0)[] vs 문서Section3CAS(1)['15299-99-7'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=devrinol | 문서추출문자수=11038 | 수동판정(규칙엔진=상표명대응→일치); 제품명/상표명 지식 및 문서 기재 제품명 'Napropamide 21.8% EC / Trade Name: Devrinol 2-E' 대조,15299-99-7,,ntp_measured,sds_v1,,False,False,N/A,중간
EyeIrritation6pack_PID313,Devrinol 3.75 SC Selective Herbicide,DEVRINOL,ingredient_source_audit/highlighted/ee8418e94cb93e04_highlighted.pdf,local,일치,조성일치,"우리CAS(0)[] vs 문서Section3CAS(6)['107-21-1', '15299-99-7', '2634-33-5', '27-00-1', '68131-39-5', '88-00-6'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=devrinol | 문서추출문자수=11955",107-21-1|15299-99-7|2634-33-5|27-00-1|68131-39-5|88-00-6,,ntp_measured,sds_v1,sds_v1,False,False,False,중간
EyeIrritation6pack_PID343,Drexel Suffa-8,Suffa ®,ingredient_source_audit/highlighted/4c1a05e8d886f459_highlighted.pdf,local,일치,조성일치,우리CAS(0)[] vs 문서Section3CAS(1)['7704-34-9'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=suffa | 문서추출문자수=12652,7704-34-9,,ntp_measured,sds_v1,sds_v1,False,False,False,중간
EyeIrritation6pack_PID370,Dynasty Extreme,DYNASTY® CST,ingredient_source_audit/highlighted/f86bdd430b27b9e1_highlighted.pdf,local,부분일치,CAS불일치,"우리CAS(1)['88671-89-0'] vs 문서Section3CAS(5)['131341-86-1', '131860-33-8', '57-55-6', '69516-34-3', '70630-17-0'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=dynasty | 문서추출문자수=10909 | 수동판정(규칙엔진=오연결→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'DYNASTY® CST' 대조",131341-86-1|131860-33-8|57-55-6|69516-34-3|70630-17-0,88671-89-0,ntp_measured,,sds_v1,False,N/A,False,중간
EyeIrritation6pack_PID376,Effipro Topical Solution for Dogs,EFFIPRO® Plus Topical Solution for Dogs,ingredient_source_audit/highlighted/4d7d07f24f6dfa7e_highlighted.pdf,local,부분일치,외부지식,"우리CAS(1)['95737-68-1'] vs 문서Section3CAS(2)['120068-37-7', '95737-68-1'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=dogs|effipro|topical | 문서추출문자수=9855 | 수동판정(규칙엔진=상표명대응→부분일치); 제품명/상표명 지식 및 문서 기재 제품명 'EFFIPRO® Plus Topical Solution for Dogs' 대조",120068-37-7|95737-68-1,95737-68-1,ntp_measured,,sds_v1,False,N/A,False,중간
EyeIrritation6pack_PID378,EH-1479 Herbicide,BIS[2-(P-METHOXYPHENYL)ETHYL] ETHER,ingredient_source_audit/ordered_option_runs/highlighted_sources/G044_alternate_sds_pdf_a40b09147f8b1a64_highlighted.pdf,local,오연결,CAS불일치,"우리CAS(5)['104104-12-3', '2008-39-1', '2300-66-5', '84087-01-4', '97886-45-8'] vs 문서Section3CAS(1)['104104-12-3'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합= | 문서추출문자수=7344",104104-12-3,104104-12-3|2008-39-1|2300-66-5|84087-01-4|97886-45-8,ntp_measured,,,False,N/A,N/A,중간
EyeIrritation6pack_PID40,Acephate,Acephate ROTICHROM® Pestilyse® HPLC,ingredient_source_audit/highlighted/e24b8e39082df840_highlighted.pdf,local,일치,CAS일치,"우리CAS(1)['30560-19-1'] vs 문서Section3CAS(2)['30560-19-1', '79-00-7'] | NTP앵커CAS교집합=['30560-19-1'] | 문서본문에서 발견된 우리 성분명='acephate' | 제품명토큰교집합=acephate | 문서추출문자수=9278",30560-19-1|79-00-7,30560-19-1,ntp_measured,sds_v1,sds_v1,False,False,False,높음
EyeIrritation6pack_PID41,Acephate 90 DF Insecticide,Tide Acephate 90WDG,ingredient_source_audit/highlighted/cf117703713d769a_highlighted.pdf,local,상표명대응,조성일치,"우리CAS(4)['26361-40-5', '30560-19-1', '7757-82-6', '9003-39-8'] vs 문서Section3CAS(4)['26361-40-5', '30560-19-1', '7757-82-6', '9003-39-8'] | NTP앵커CAS교집합=없음 | 제품명토큰교집합=acephate | 문서추출문자수=8507",26361-40-5|30560-19-1|7757-82-6|9003-39-8,26361-40-5|30560-19-1|7757-82-6|9003-39-8,ntp_measured,,sds_v1,False,N/A,False,중간
