sheet,column,role,feature_role,exclude_by_default,dtype,n_notna,fill_pct,sds_coderived,role_reason,role_basis
formulation,t11_ld50_oral,feature,label_coderived,True,float64,617,36.84,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,t11_ld50_oral_log,feature,label_coderived,True,float64,617,36.84,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,t11_ld50_oral_censored,feature,label_coderived,True,float64,617,36.84,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=ambiguous,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=ambiguous
formulation,t11_ld50_oral_n,feature,label_coderived,True,float64,1094,65.31,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping
formulation,t11_ld50_oral_multi,feature,label_coderived,True,float64,1094,65.31,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping
formulation,t11_ld50_oral_unparsed,feature,label_coderived,True,float64,1094,65.31,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping
formulation,t11_acute_oral_ord,feature,label_coderived,True,float64,618,36.9,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,t11_ld50_dermal,feature,label_coderived,True,float64,531,31.7,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,t11_ld50_dermal_log,feature,label_coderived,True,float64,531,31.7,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,t11_ld50_dermal_censored,feature,label_coderived,True,float64,531,31.7,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=ambiguous,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=ambiguous
formulation,t11_ld50_dermal_n,feature,label_coderived,True,float64,1094,65.31,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping
formulation,t11_ld50_dermal_multi,feature,label_coderived,True,float64,1094,65.31,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping
formulation,t11_ld50_dermal_unparsed,feature,label_coderived,True,float64,1094,65.31,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping
formulation,t11_acute_dermal_ord,feature,label_coderived,True,float64,342,20.42,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,t11_lc50_inhal,feature,label_coderived,True,float64,392,23.4,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,t11_lc50_inhal_log,feature,label_coderived,True,float64,392,23.4,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,t11_lc50_inhal_censored,feature,label_coderived,True,float64,392,23.4,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=ambiguous,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=ambiguous
formulation,t11_lc50_inhal_n,feature,label_coderived,True,float64,1094,65.31,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping
formulation,t11_lc50_inhal_multi,feature,label_coderived,True,float64,1094,65.31,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping
formulation,t11_lc50_inhal_unparsed,feature,label_coderived,True,float64,1094,65.31,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=bookkeeping
formulation,t11_acute_inhal_ord,feature,label_coderived,True,float64,198,11.82,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,t11_carc_ord,feature,label_coderived,True,float64,229,13.67,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,t11_muta_ord,feature,label_coderived,True,float64,151,9.01,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,t11_repr_ord,feature,label_coderived,True,float64,161,9.61,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,t11_stot_se_ord,feature,label_coderived,True,float64,180,10.75,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,t11_stot_re_ord,feature,label_coderived,True,float64,170,10.15,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,t11_aspir_ord,feature,label_coderived,True,float64,127,7.58,True,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry,라벨공생성(C3): lib_tox11.parse_tox11() 이 y 출처 sds_2nd_sec11 라벨(t11_*_label)과 동일한 SDS Section 11 텍스트를 동일 파서로 추출한 열 → 물리화학 독립측정값이 아니므로 기본 배제 + ablation 대상. 직전 역할=chemistry
formulation,f_n_ing,feature,ambiguous,True,int64,1675,100.0,False,명시 애매목록(AMBIGUOUS_FEATS),명시 애매목록(AMBIGUOUS_FEATS)
formulation,f_n_pct_known,feature,bookkeeping,True,int64,1675,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
formulation,f_pct_sum_known,feature,ambiguous,True,float64,1394,83.22,False,명시 애매목록(AMBIGUOUS_FEATS),명시 애매목록(AMBIGUOUS_FEATS)
formulation,f_pct_coverage,feature,ambiguous,True,float64,1675,100.0,False,명시 애매목록(AMBIGUOUS_FEATS),명시 애매목록(AMBIGUOUS_FEATS)
formulation,f_n_smiles,feature,bookkeeping,True,int64,1675,100.0,False,명시 부기목록(BOOKKEEPING_FEATS),명시 부기목록(BOOKKEEPING_FEATS)
formulation,f_smiles_coverage,feature,ambiguous,True,float64,1675,100.0,False,명시 애매목록(AMBIGUOUS_FEATS),명시 애매목록(AMBIGUOUS_FEATS)
formulation,f_pct_with_structure,feature,ambiguous,True,float64,1394,83.22,False,명시 애매목록(AMBIGUOUS_FEATS),명시 애매목록(AMBIGUOUS_FEATS)
formulation,f_shannon,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_simpson,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_max_pct,feature,chemistry,False,float64,1394,83.22,False,규칙 기본값,규칙 기본값
formulation,f_MolWt_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolWt_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolWt_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolWt_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolWt_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolWt_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_MolLogP_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolLogP_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolLogP_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolLogP_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolLogP_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_MolLogP_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
formulation,f_TPSA_mean,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_TPSA_max,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_TPSA_min,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_TPSA_range,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_TPSA_std,feature,chemistry,False,float64,1450,86.57,False,규칙 기본값,규칙 기본값
formulation,f_TPSA_wmean,feature,chemistry,False,float64,1256,74.99,False,규칙 기본값,규칙 기본값
