Formulation_ID,pipe_index,name_token,len_names,len_cas,len_smiles,form_basis,decision,cas,smiles
EyeIrritation6pack_PID1056,7,Content (W/W): >= 0.02,10,5,4,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID1056,8,mixture of: 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1),10,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID1056,9,Content (W/W): >= 0.0001,10,5,4,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID167,0,Cypermethrin,2,2,2,length_matched_all,candidate:length_matched_all,52315-07-8,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
EyeIrritation6pack_PID167,1,"Silica, amorphous, precipitated and gel",2,2,2,length_matched_all,candidate:length_matched_all,112926-00-8,O=[Si]=O
EyeIrritation6pack_PID182,0,Pyraclostrobin,10,5,4,name_ref_unique,candidate:name_ref_unique,175013-18-0,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1
EyeIrritation6pack_PID182,1,Content (W/W),10,5,4,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID182,2,Ammonium sulphate,10,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID182,3,Content (W/W): > 10.0,10,5,4,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID182,4,Silicon dioxide,10,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID182,5,Content (W/W): >= 10.0 - <=,10,5,4,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID182,6,Kaolin,10,5,4,name_ref_unique,candidate:name_ref_unique,1332-58-7,O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-]
EyeIrritation6pack_PID182,7,Content (W/W): >= 3.0 - <=,10,5,4,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID182,8,sodium-di-ethyl-hexyl-sulfosuccinate,10,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID182,9,Content (W/W): >= 0.1 - <=,10,5,4,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID205,0,Isopropanol -No,4,4,4,length_matched_all,candidate:length_matched_all,67-63-0,CC(C)O
EyeIrritation6pack_PID205,1,Ethanol -No,4,4,4,length_matched_all,candidate:length_matched_all,64-17-5,CCO
EyeIrritation6pack_PID205,2,Butoxyethanol -No.: 1-5,4,4,4,length_matched_all,candidate:length_matched_all,111-76-2,CCCCOCCO
EyeIrritation6pack_PID205,3,Didecyldimethylammonium chloride -No,4,4,4,length_matched_all,candidate:length_matched_all,7173-51-5,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-]
EyeIrritation6pack_PID240,0,imazamox,2,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID240,1,Proprietary ingredients,2,1,1,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID277,0,Chlorothalonil not listed,3,3,3,length_matched_all,candidate:length_matched_all,1897-45-6,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl
EyeIrritation6pack_PID277,1,Propylene Glycol not listed,3,3,3,length_matched_all,candidate:length_matched_all,57-55-6,CC(CO)O
EyeIrritation6pack_PID277,2,"Silica, amorphous",3,3,3,length_matched_all,candidate:length_matched_all,112926-00-8,O=[Si]=O
EyeIrritation6pack_PID291,0,cyproconazole >98,1,1,1,length_matched_all,candidate:length_matched_all,94361-06-5,CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O
EyeIrritation6pack_PID32,0,Name : Abamectin techn. min,2,2,2,length_matched_all,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID32,1,EC index no : 606,2,2,2,length_matched_all,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID332,0,Deltamethrin,1,1,1,length_matched_all,candidate:length_matched_all,52918-63-5,CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C
EyeIrritation6pack_PID333,0,RIMSULFURON,2,1,1,name_ref_unique,candidate:name_ref_unique,122931-48-0,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1
EyeIrritation6pack_PID333,1,"equal to or greater than are listed by IARC, NTP, OSHA or ACGIH",2,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID344,0,Elemental Sulfur,2,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID344,1,Inert Ingredients,2,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID345,0,Thidiazuron,6,5,4,name_ref_unique,candidate:name_ref_unique,51707-55-2,O=C(Nc1ccccc1)Nc1cnns1
EyeIrritation6pack_PID345,1,Diuron,6,5,4,name_ref_unique,candidate:name_ref_unique,330-54-1,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
EyeIrritation6pack_PID345,2,2-Propanediol <,6,5,4,name_ref_unique,candidate:name_ref_unique,57-55-6,CC(O)CO
EyeIrritation6pack_PID345,3,Fatty alcohol ethoxylate <=,6,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID345,4,2-Benzisothiazol-3(2H)-one >= 0.005 - <=,6,5,4,name_ref_unique,candidate:name_ref_unique,2634-33-5,O=c1[nH]sc2ccccc12
EyeIrritation6pack_PID345,5,Other ingredients (non-hazardous) to,6,5,4,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID347,0,Nicosulfuron,3,1,1,name_ref_unique,candidate:name_ref_unique,111991-09-4,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1
EyeIrritation6pack_PID347,1,Inert Ingredients,3,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID347,2,Other/Inert Ingredients,3,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID349,0,Picoxystrobin,4,2,2,name_ref_unique,candidate:name_ref_unique,117428-22-5,CO/C=C(/C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1
EyeIrritation6pack_PID349,1,Cyproconazole,4,2,2,name_ref_unique,candidate:name_ref_unique,94361-06-5,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1
EyeIrritation6pack_PID349,2,Other Ingredients,4,2,2,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID349,3,Other/Inert Ingredients,4,2,2,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID350,0,Cymoxanil,2,3,0,name_ref_unique,candidate:name_ref_unique,57966-95-7,
EyeIrritation6pack_PID350,1,Fumaric Acid,2,3,0,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID356,0,Potassium salt of aminocyclopyrachlor,4,2,2,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID356,1,Inert Ingredients,4,2,2,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID356,2,Aminocyclopyrachlor,4,2,2,name_ref_unique,candidate:name_ref_unique,858956-08-8,Nc1nc(C2CC2)nc(C(=O)O)c1Cl
EyeIrritation6pack_PID356,3,Other/Inert Ingredients,4,2,2,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID358,0,Penthiopyrad,3,1,1,name_ref_unique,candidate:name_ref_unique,183675-82-3,CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F
EyeIrritation6pack_PID358,1,Other Ingredients,3,1,1,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID358,2,Other/Inert Ingredients,3,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID360,0,Rimsulfuron,6,2,3,name_ref_unique,candidate:name_ref_unique,122931-48-0,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1
EyeIrritation6pack_PID360,1,Isoxaflutole,6,2,3,name_ref_unique,candidate:name_ref_unique,141112-29-0,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1
EyeIrritation6pack_PID360,2,Lignin Sulfonate Salt,6,2,3,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID360,3,Disodium phosphate,6,2,3,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID360,4,Other Ingredients,6,2,3,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID360,5,Other/Inert Ingredients,6,2,3,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID361,0,Chlorantraniliprole,3,1,1,name_ref_unique,candidate:name_ref_unique,500008-45-7,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl
EyeIrritation6pack_PID361,1,Other Ingredients,3,1,1,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID361,2,Other/Inert Ingredients,3,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID362,0,Chlorantraniliprole >= 2.5 - <,4,4,4,length_matched_all,candidate:length_matched_all,500008-45-7,CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br)C(=O)NC)Cl
EyeIrritation6pack_PID362,1,+/--tartaric acid >= 20 - <,4,4,4,length_matched_all,candidate:length_matched_all,133-37-9,C(C(C(=O)O)O)(C(=O)O)O
EyeIrritation6pack_PID362,2,sodium carbonate >= 1 - <,4,4,4,length_matched_all,candidate:length_matched_all,497-19-8,C(=O)([O-])[O-].[Na+].[Na+]
EyeIrritation6pack_PID362,3,Talc (Mg3H2(SiO3)) >= 1 - <,4,4,4,length_matched_all,candidate:length_matched_all,14807-96-6,[OH-].[OH-].[O-][Si]12O[Si]3(O[Si](O1)(O[Si](O2)(O3)[O-])[O-])[O-].[Mg+2].[Mg+2].[Mg+2]
EyeIrritation6pack_PID363,0,Rimsulfuron,8,3,5,name_ref_unique,candidate:name_ref_unique,122931-48-0,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1
EyeIrritation6pack_PID363,1,Nicosulfuron,8,3,5,name_ref_unique,candidate:name_ref_unique,111991-09-4,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1
EyeIrritation6pack_PID363,2,Lignin Sulfonate Salt,8,3,5,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID363,3,Disodium phosphate,8,3,5,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID363,4,"Ethyl 5,5-diphenyl-2-isoxazoline-3-carboxylate",8,3,5,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID363,5,Other Ingredients,8,3,5,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID363,6,Titanium dioxide,8,3,5,name_ref_unique,candidate:name_ref_unique,13463-67-7,[O]=[Ti]=[O]
EyeIrritation6pack_PID363,7,Other/Inert Ingredients,8,3,5,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID365,0,Penthiopyrad,3,1,1,name_ref_unique,candidate:name_ref_unique,183675-82-3,CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F
EyeIrritation6pack_PID365,1,Other Ingredients,3,1,1,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID365,2,Other/Inert Ingredients,3,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID368,0,Trichlorfon,2,2,2,length_matched_all,candidate:length_matched_all,52-68-6,COP(=O)(C(C(Cl)(Cl)Cl)O)OC
EyeIrritation6pack_PID368,1,2-Methoxyethoxyethanol,2,2,2,length_matched_all,candidate:length_matched_all,111-77-3,COCCOCCO
EyeIrritation6pack_PID391,0,thiamethoxam,9,9,8,name_cas_length_matched,candidate:name_cas_length_matched,153719-23-4,
EyeIrritation6pack_PID391,1,lambda-cyhalothrin,9,9,8,name_cas_length_matched,candidate:name_cas_length_matched,91465-08-6,
EyeIrritation6pack_PID391,2,"solvent naphtha (petroleum), highly >= 5 - <",9,9,8,name_cas_length_matched,candidate:name_cas_length_matched,64742-94-5,
EyeIrritation6pack_PID391,3,"propane-,2-diol >= 5 - <",9,9,8,name_cas_length_matched,candidate:name_cas_length_matched,57-55-6,
EyeIrritation6pack_PID391,4,methyl-naphthalene >= 1 - <,9,9,8,name_cas_length_matched,candidate:name_cas_length_matched,91-57-6,
EyeIrritation6pack_PID391,5,methyl-naphthalene >= 1 - <,9,9,8,name_cas_length_matched,candidate:name_cas_length_matched,90-12-0,
EyeIrritation6pack_PID391,6,titanium dioxide >= 1 - <,9,9,8,name_cas_length_matched,candidate:name_cas_length_matched,13463-67-7,
EyeIrritation6pack_PID391,7,sulfuric acid >= 0.1 - <,9,9,8,name_cas_length_matched,candidate:name_cas_length_matched,7664-93-9,
EyeIrritation6pack_PID391,8,2-benzisothiazol-3(2H)-one >= 0.05 - <,9,9,8,name_cas_length_matched,candidate:name_cas_length_matched,2634-33-5,
EyeIrritation6pack_PID393,0,Spirodiclofen,4,5,0,name_ref_unique,candidate:name_ref_unique,148477-71-8,CCC(C)(C)C(=O)OC1=C(c2ccc(Cl)cc2Cl)C(=O)OC12CCCCC2
EyeIrritation6pack_PID393,1,Glycerol,4,5,0,name_ref_unique,candidate:name_ref_unique,56-81-5,OCC(O)CO
EyeIrritation6pack_PID393,2,"1,2-Benzisothiazol-3(2H)-one",4,5,0,name_ref_unique,candidate:name_ref_unique,2634-33-5,O=c1[nH]sc2ccccc12
EyeIrritation6pack_PID393,3,Kathon,4,5,0,name_ref_unique,candidate:name_ref_unique,55965-84-9,Cn1sc(Cl)cc1=O.Cn1sccc1=O
EyeIrritation6pack_PID417,0,Bifenthrin,2,3,0,name_ref_unique,candidate:name_ref_unique,82657-04-3,
EyeIrritation6pack_PID417,1,Cypermethrin,2,3,0,name_ref_unique,candidate:name_ref_unique,52315-07-8,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
EyeIrritation6pack_PID459,0,Fluopyram,4,4,0,name_cas_length_matched,candidate:name_cas_length_matched,658066-35-4,
EyeIrritation6pack_PID459,1,Prothioconazole,4,4,0,name_cas_length_matched,candidate:name_cas_length_matched,178928-70-6,
EyeIrritation6pack_PID459,2,"1,2-Benzisothiazol-3(2H)-one",4,4,0,name_cas_length_matched,candidate:name_cas_length_matched,2634-33-5,
EyeIrritation6pack_PID459,3,Propylene Glycol,4,4,0,name_cas_length_matched,candidate:name_cas_length_matched,57-55-6,
EyeIrritation6pack_PID46,0,Dimethomorph,3,4,0,name_ref_unique,candidate:name_ref_unique,110488-70-5,COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC
EyeIrritation6pack_PID46,1,Sodium diisopropylnaphthalenesulphonate,3,4,0,name_ref_unique,candidate:name_ref_unique,1322-93-6,CC(C)c1cc2ccccc2c(S(=O)(=O)O)c1C(C)C
EyeIrritation6pack_PID46,2,Silica,3,4,0,name_ref_unique,skipped_length_mismatch:ambiguous_reference_cas,,
EyeIrritation6pack_PID494,0,spinosad (ISO) (reaction mass of,6,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID494,1,Kaolin >= 3 - <,6,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID494,2,Di--ethylhexyl sodium sulfosuccinate >= 1 - <,6,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID494,3,Amorphous precipitated silica >= 1 - <,6,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID494,4,titanium dioxide; [in powder form >= 0.1 - <,6,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID494,5,containing or more of particles,6,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID500,0,spinosad (ISO) (reaction mass of,6,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID500,1,Kaolin >= 3 - <,6,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID500,2,Di--ethylhexyl sodium sulfosuccinate >= 1 - <,6,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID500,3,Amorphous precipitated silica >= 1 - <,6,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID500,4,titanium dioxide; [in powder form >= 0.1 - <,6,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID500,5,containing or more of particles,6,5,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID530,0,Saflufenacil,5,3,3,name_ref_unique,candidate:name_ref_unique,372137-35-4,CC(C)N(C)S(=O)(=O)NC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl
EyeIrritation6pack_PID530,1,Content (W/W),5,3,3,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID530,2,Content (W/W): >= 1.0,5,3,3,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID530,3,2-Methyl-4-Isothiazolin-3-one,5,3,3,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID530,4,"1,2-benzisothiazol-3(2H)-one",5,3,3,name_ref_unique,candidate:name_ref_unique,2634-33-5,O=c1[nH]sc2ccccc12
EyeIrritation6pack_PID540,0,Silica,4,5,0,name_ref_unique,skipped_length_mismatch:ambiguous_reference_cas,,
EyeIrritation6pack_PID540,1,(R)-Metalaxyl,4,5,0,name_ref_unique,candidate:name_ref_unique,70630-17-0,COCC(=O)N(c1c(C)cccc1C)[C@H](C)C(=O)OC
EyeIrritation6pack_PID540,2,(S)-metalaxyl,4,5,0,name_ref_unique,candidate:name_ref_unique,69516-34-3,
EyeIrritation6pack_PID540,3,Fludioxonil,4,5,0,name_ref_unique,candidate:name_ref_unique,131341-86-1,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2
EyeIrritation6pack_PID573,0,saflufenacil,2,1,1,name_ref_unique,candidate:name_ref_unique,372137-35-4,CC(C)N(C)S(=O)(=O)NC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl
EyeIrritation6pack_PID573,1,Proprietary ingredients,2,1,1,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID585,0,Thiodicarb,5,4,4,name_ref_unique,candidate:name_ref_unique,59669-26-0,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC
EyeIrritation6pack_PID585,1,2-Propanediol >= 1.00 - <=,5,4,4,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID585,2,Synthetic amorphous silica <=,5,4,4,name_ref_unique,candidate:name_ref_unique,112926-00-8,O=[Si]=O
EyeIrritation6pack_PID585,3,2-Benzisothiazol-3(2H)-one >= 0.005 - <=,5,4,4,name_ref_unique,candidate:name_ref_unique,2634-33-5,O=c1[nH]sc2ccccc12
EyeIrritation6pack_PID585,4,Other ingredients (non-hazardous) to,5,4,4,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID601,0,Glufosinate ammonium,5,5,3,name_cas_length_matched,candidate:name_cas_length_matched,77182-82-2,
EyeIrritation6pack_PID601,1,Sodium alkyl ether sulphate,5,5,3,name_cas_length_matched,candidate:name_cas_length_matched,68585-34-2,
EyeIrritation6pack_PID601,2,Methoxy-2-propanol,5,5,3,name_cas_length_matched,candidate:name_cas_length_matched,107-98-2,
EyeIrritation6pack_PID601,3,Dipropylene glycol,5,5,3,name_cas_length_matched,candidate:name_cas_length_matched,25265-71-8,
EyeIrritation6pack_PID601,4,Alkyl polysaccharide,5,5,3,name_cas_length_matched,candidate:name_cas_length_matched,68515-73-1,
EyeIrritation6pack_PID62,0,Trifluralin none established,3,3,3,length_matched_all,candidate:length_matched_all,1582-09-8,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
EyeIrritation6pack_PID62,1,Clay,3,3,3,length_matched_all,candidate:length_matched_all,8031-18-3,[O-2].[O-2].[O-2].[O-2].[O-2].[Al+3].[Al+3].[Si+4]
EyeIrritation6pack_PID62,2,contains Crystalline Silica,3,3,3,length_matched_all,candidate:length_matched_all,14808-60-7,O=[Si]=O
EyeIrritation6pack_PID627,0,Manganese ethylenebis (dithiocarbamate) Mancozeb,2,2,2,length_matched_all,candidate:length_matched_all,8018-01-7,C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Zn+2]
EyeIrritation6pack_PID627,1,"2,2-difluoro-1,3-benzodioxol-4-yl-1H-pyrrole- Fludioxonil",2,2,2,length_matched_all,candidate:length_matched_all,131341-86-1,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N
EyeIrritation6pack_PID668,0,Methiocarb,4,3,3,name_ref_unique,candidate:name_ref_unique,2032-65-7,CNC(=O)Oc1cc(C)c(SC)c(C)c1
EyeIrritation6pack_PID668,1,Calcium sulfate,4,3,3,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID668,2,6-Di-tert-butyl-4-methylphenol >= 0.10 - <=,4,3,3,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID668,3,Other ingredients (non-hazardous) to,4,3,3,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID702,0,Imidacloprid,3,1,1,name_ref_unique,candidate:name_ref_unique,138261-41-3,
EyeIrritation6pack_PID702,1,Inert Ingredients,3,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID702,2,Other/Inert Ingredients,3,1,1,name_ref_unique,skipped_length_mismatch:no_unique_reference_cas,,
EyeIrritation6pack_PID718,0,"sucrose, pure >= 10 - <",7,7,6,name_cas_length_matched,candidate:name_cas_length_matched,57-50-1,
EyeIrritation6pack_PID718,1,"4-Pyridinedimethanol, 5-hydroxy-6- >= 5 - <",7,7,6,name_cas_length_matched,candidate:name_cas_length_matched,58-56-0,
EyeIrritation6pack_PID718,2,Pyridine--carboxylic acid >= 5 - <,7,7,6,name_cas_length_matched,candidate:name_cas_length_matched,59-67-6,
EyeIrritation6pack_PID718,3,acetic acid >= 1 - <,7,7,6,name_cas_length_matched,candidate:name_cas_length_matched,64-19-7,
EyeIrritation6pack_PID718,4,starch >= 1 - <,7,7,6,name_cas_length_matched,candidate:name_cas_length_matched,9005-25-8,
EyeIrritation6pack_PID718,5,"5,7-triaza-1- >= 0.1 - <",7,7,6,name_cas_length_matched,candidate:name_cas_length_matched,51229-78-8,
EyeIrritation6pack_PID718,6,emamectin benzoate,7,7,6,name_cas_length_matched,candidate:name_cas_length_matched,155569-91-8,
EyeIrritation6pack_PID757,0,Pyraclostrobin,7,4,4,name_ref_unique,candidate:name_ref_unique,175013-18-0,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1
EyeIrritation6pack_PID757,1,Content (W/W),7,4,4,name_ref_unique,dropped:nonchemical_name_token,,
EyeIrritation6pack_PID757,2,Triticonazole,7,4,4,name_ref_unique,candidate:name_ref_unique,131983-72-7,
EyeIrritation6pack_PID757,3,crystalline silica,7,4,4,name_ref_unique,candidate:name_ref_unique,14808-60-7,O=[Si]=O
