Formulation_ID,pipe_index,name_token,name_norm,len_names,len_cas,len_smiles,length_match,assigned_cas_v4,assigned_smiles_v4,assigned_cas_format_ok,assigned_cas_checkdigit_ok,assigned_smiles_parses,name_is_nonchemical,nonchemical_reason,reference_cas_for_name,reference_names_for_assigned_cas,reference_smiles_for_name,smiles_matches_reference,verdict,detail,propagated_to_v4
EyeIrritation6pack_PID103,5,Fludioxonil,fludioxonil,9,9,0,False,131341-86-1,,True,True,,False,,131341-86-1,22difluoro13benzodioxol4yl1hpyrrolefludioxonil|fludioxonil|fludioxonil032|fludioxonilnoneestablished,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID103,6,Thiabendazole,thiabendazole,9,9,0,False,148-79-8,,True,True,,False,,148-79-8,thiabendazole,c1ccc2[nH]c(-c3cscn3)nc2c1,,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID103,7,Abamectin,abamectin,9,9,0,False,71751-41-2,,True,True,,False,,71751-41-2,3compositioninformationoningredientschemicalcharacterizationsubstancescasnodescription71751412abamectinidentification|abamectin|abamectin07scismoderatelytoxictofishandhighlytoxictobeesithascasnoeinecsbyweightabamectin71751412265610380ne|abamectin2nene|abamectincombinationofavermectinb1aand520|casnodescription71751412abamectinidentificationnumberwhilethissdsisbasedontechnicaldatajudgedtobereliable,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C,,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID103,8,Thiamethoxam,thiamethoxam,9,9,0,False,153719-23-4,,True,True,,False,,153719-23-4,nicotinesaltsof15|thiamethoxam|thiamethoxamiso,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-]|CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID1056,0,Pyraclostrobin,pyraclostrobin,10,5,4,False,175013-18-0,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC,True,True,True,False,,175013-18-0,pyraclostrobin,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID1056,1,Content (W/W),contentww,10,5,4,False,907204-31-3,CN1C=C(C(=N1)C(F)F)C(=O)NC2=CC=CC=C2C3=CC(=C(C(=C3)F)F)F,True,True,True,True,matches:content,120068-37-3|67485-29-4,fluxapyroxad|servicenumber,CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1|N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,False,NONCHEM_TOKEN_GOT_STRUCTURE,matches:content,True
EyeIrritation6pack_PID1056,2,Fluxapyroxad,fluxapyroxad,10,5,4,False,68425-94-5,C(C(CO)([N+](=O)[O-])Br)O,True,True,True,False,,907204-31-3,alkylatednaphthalenesulfonatesodiumsalt1|alkylnaphthalenesulfonicacid30|alkylnaphthalenesulfonicacidpolymerwith|naphthaleneandalkylnaphthalenesulphonicacids|residuespetroleumcata15tsc,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,False,CAS_WRONG,"assigned CAS maps to ['alkylatednaphthalenesulfonatesodiumsalt1', 'alkylnaphthalenesulfonicacid30']",False
EyeIrritation6pack_PID1056,3,Content (W/W): >= 0.5,contentww05,10,5,4,False,52-51-7,CN1C(=O)C=CS1.CN1C(=O)C=C(S1)Cl,True,True,True,True,matches:content,,bronopol|bronopol50,,,NONCHEM_TOKEN_GOT_STRUCTURE,matches:content,False
EyeIrritation6pack_PID1056,4,sodium salts,sodiumsalts,10,5,4,False,55965-84-9,,True,True,,False,,,kathon|reactionmassofchloro2methyl400015|reactionmassofchloro2methyl4isothiazolin3oneecno24750070085,,,UNVERIFIABLE,name absent from reference name2cas,True
EyeIrritation6pack_PID1056,5,Content (W/W): > 0.5 - <=,contentww05,10,5,4,False,,,False,,,True,matches:content,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID1056,6,bronopol,bronopol,10,5,4,False,,,False,,,False,,52-51-7,,O=[N+]([O-])C(Br)(CO)CO,,UNVERIFIABLE,,False
EyeIrritation6pack_PID1056,7,Content (W/W): >= 0.02,contentww002,10,5,4,False,,,False,,,True,matches:content,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID1056,8,mixture of: 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1),mixtureof5chloro2methyl2hisothiazol3oneand2methyl2hisothiazol3one31,10,5,4,False,,,False,,,False,,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID1056,9,Content (W/W): >= 0.0001,contentww00001,10,5,4,False,,,False,,,True,matches:content,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID167,0,Cypermethrin,cypermethrin,2,2,2,True,52315-07-8,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,True,True,True,False,,52315-07-8,cypermethrin|cypermethrincistrans60|mol|zetacypermethrinf2700,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID167,1,"Silica, amorphous, precipitated and gel",silicaamorphousprecipitatedandgel,2,2,2,True,112926-00-8,O=[Si]=O,True,True,True,False,,112926-00-8,hydratedamorphoussilica0|precipitatedsilica|precipitatedsilicanone|silicaamorphous|silicaamorphousprecipitatedandgel|silicaamorphouswithdrawn|silicagelprecipitatedcrystallinefree|syntheticamorphoussilica,O=[Si]=O,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID182,0,Pyraclostrobin,pyraclostrobin,10,5,4,False,175013-18-0,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC,True,True,True,False,,175013-18-0,pyraclostrobin,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID182,1,Content (W/W),contentww,10,5,4,False,7783-20-2,[NH4+].[NH4+].[O-]S(=O)(=O)[O-],True,True,True,True,matches:content,120068-37-3|67485-29-4,ammoniumsulfate3050,CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1|N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,False,NONCHEM_TOKEN_GOT_STRUCTURE,matches:content,True
EyeIrritation6pack_PID182,2,Ammonium sulphate,ammoniumsulphate,10,5,4,False,7631-86-9,O=[Si]=O,True,True,True,False,,,silica|silicaamorphous6000|silicondioxide0,,,UNVERIFIABLE,name absent from reference name2cas,False
EyeIrritation6pack_PID182,3,Content (W/W): > 10.0,contentww100,10,5,4,False,1332-58-7,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],True,True,True,True,matches:content,,kaolin|kaolin10|kaolin100|kaolin15|kaolin83|kaolinclay|kaolinclay3050|kaolinclaynfcarrier|porcelainclay,,,NONCHEM_TOKEN_GOT_STRUCTURE,matches:content,False
EyeIrritation6pack_PID182,4,Silicon dioxide,silicondioxide,10,5,4,False,577-11-7,,True,True,,False,,,docusatesodium,,,UNVERIFIABLE,name absent from reference name2cas,False
EyeIrritation6pack_PID182,5,Content (W/W): >= 10.0 - <=,contentww100,10,5,4,False,,,False,,,True,matches:content,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID182,6,Kaolin,kaolin,10,5,4,False,,,False,,,False,,1332-58-7,,O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-],,UNVERIFIABLE,,False
EyeIrritation6pack_PID182,7,Content (W/W): >= 3.0 - <=,contentww30,10,5,4,False,,,False,,,True,matches:content,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID182,8,sodium-di-ethyl-hexyl-sulfosuccinate,sodiumdiethylhexylsulfosuccinate,10,5,4,False,,,False,,,False,,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID182,9,Content (W/W): >= 0.1 - <=,contentww01,10,5,4,False,,,False,,,True,matches:content,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID205,0,Isopropanol -No,isopropanolno,4,4,4,True,67-63-0,CC(C)O,True,True,True,False,,67-63-0,isopropanolclassificationsflammableliquidscat|isopropanolno|isopropylalcoholr11|propan2olww,CC(C)O,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID205,1,Ethanol -No,ethanolno,4,4,4,True,64-17-5,CCO,True,True,True,False,,64-17-5,compositioninformationoningredientscontainsnamecasghsclassificationethylalcohol641755000flamliq2eyeirrit2ah225h319|ethanol|ethanolna|ethanolno,CCO,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID205,2,Butoxyethanol -No.: 1-5,butoxyethanolno15,4,4,4,True,111-76-2,CCCCOCCO,True,True,True,False,,111-76-2,2butoxyethanol|butoxyethanolno15|ethyleneglycolmonobutyletherlaboratorycatnoe1794casno111762synonyms2butoxyethanolbutylcellosolvebutylglycolrecommendeduse,CCCCOCCO,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID205,3,Didecyldimethylammonium chloride -No,didecyldimethylammoniumchlorideno,4,4,4,True,7173-51-5,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-],True,True,True,False,,7173-51-5,didecyldimethylammoniumchloride|didecyldimethylammoniumchlorideno,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-],True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID240,0,imazamox,imazamox,2,1,1,False,114311-32-9,CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C,True,True,True,False,,,,,,UNVERIFIABLE,name absent from reference name2cas,False
EyeIrritation6pack_PID240,1,Proprietary ingredients,proprietaryingredients,2,1,1,False,,,False,,,False,,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID277,0,Chlorothalonil not listed,chlorothalonilnotlisted,3,3,3,True,1897-45-6,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,True,True,True,False,,1897-45-6,31mixtures|chlorothalonil|chlorothalonil30|chlorothalonilnotlisted|daconil50wptradenamedaconil2787activeingredienttetrachloroisophthalonitrilecasnoai1897456structuralformularecommendedusage|weightchlorothalonil6solventifchemicalnameisand,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,True,CAS_OK,assigned CAS in reference set,True
EyeIrritation6pack_PID277,1,Propylene Glycol not listed,propyleneglycolnotlisted,3,3,3,True,57-55-6,CC(CO)O,True,True,True,False,,57-55-6,2propanediol|principalcomponents2propandiol|propane2diol1|propane2diol3|propane2diol5|propane2diol510tsc|propane2diolpropane12diol5|propyleneglycol|propyleneglycol1015|propyleneglycol3|propyleneglycol37humectant|propyleneglycol38notestablished|propyleneglycol510|propyleneglycol76|propyleneglycolnotlisted,CC(O)CO,True,CAS_OK,assigned CAS in reference set,True
EyeIrritation6pack_PID277,2,"Silica, amorphous",silicaamorphous,3,3,3,True,112926-00-8,O=[Si]=O,True,True,True,False,,112926-00-8,hydratedamorphoussilica0|precipitatedsilica|precipitatedsilicanone|silicaamorphous|silicaamorphousprecipitatedandgel|silicaamorphouswithdrawn|silicagelprecipitatedcrystallinefree|syntheticamorphoussilica,O=[Si]=O,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID291,0,cyproconazole >98,cyproconazole98,1,1,1,True,94361-06-5,CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O,True,True,True,False,,94361-06-5,cyproconazole|cyproconazole98,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID32,0,Name : Abamectin techn. min,nameabamectintechnmin,2,2,2,True,71751-41-2,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C.C[C@H]1/C=C/C=C/2\CO[C@H]3[C@@]2([C@@H](C=C([C@H]3O)C)C(=O)O[C@H]4C[C@@H](C/C=C(/[C@H]1O[C@H]5C[C@@H]([C@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)OC)\C)O[C@]7(C4)C=C[C@@H]([C@H](O7)C(C)C)C)O,True,True,True,True,matches:^name\s*[:：],,3compositioninformationoningredientschemicalcharacterizationsubstancescasnodescription71751412abamectinidentification|abamectin|abamectin07scismoderatelytoxictofishandhighlytoxictobeesithascasnoeinecsbyweightabamectin71751412265610380ne|abamectin2nene|abamectincombinationofavermectinb1aand520|casnodescription71751412abamectinidentificationnumberwhilethissdsisbasedontechnicaldatajudgedtobereliable,,,NONCHEM_TOKEN_GOT_STRUCTURE,matches:^name\s*[:：],True
EyeIrritation6pack_PID32,1,EC index no : 606,ecindexno606,2,2,2,True,143-00-0,CCCCCCCCCCCCOS(=O)(=O)O.C(CO)NCCO,True,True,True,True,matches:^ec\b,,,,,NONCHEM_TOKEN_GOT_STRUCTURE,matches:^ec\b,True
EyeIrritation6pack_PID332,0,Deltamethrin,deltamethrin,1,1,1,True,52918-63-5,CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,True,True,True,False,,52918-63-5,deltamethrin,CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID333,0,RIMSULFURON,rimsulfuron,2,1,1,False,122931-48-0,CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,True,True,True,False,,122931-48-0,rimsulfuron,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID333,1,"equal to or greater than are listed by IARC, NTP, OSHA or ACGIH",equaltoorgreaterthanarelistedbyiarcntposhaoracgih,2,1,1,False,,,False,,,False,,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID344,0,Elemental Sulfur,elementalsulfur,2,1,1,False,7704-34-9,S,True,True,True,False,,,fromelementalsulfurnotlisted|sulfur|sulfur03|sulfurcoatedurea|sulfurprecipitated|sulphur7000dnadnadna,,,UNVERIFIABLE,name absent from reference name2cas,False
EyeIrritation6pack_PID344,1,Inert Ingredients,inertingredients,2,1,1,False,,,False,,,False,,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID345,0,Thidiazuron,thidiazuron,6,5,4,False,51707-55-2,C1=CC=C(C=C1)NC(=O)NC2=CN=NS2,True,True,True,False,,51707-55-2,thidiazuron,O=C(Nc1ccccc1)Nc1cnns1,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID345,1,Diuron,diuron,6,5,4,False,330-54-1,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,True,True,True,False,,330-54-1,diuron|diuroniso5|diuronn34dichlorophenylnndimethylurea,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID345,2,2-Propanediol <,2propanediol,6,5,4,False,57-55-6,CC(CO)O,True,True,True,False,,57-55-6,2propanediol|principalcomponents2propandiol|propane2diol1|propane2diol3|propane2diol5|propane2diol510tsc|propane2diolpropane12diol5|propyleneglycol|propyleneglycol1015|propyleneglycol3|propyleneglycol37humectant|propyleneglycol38notestablished|propyleneglycol510|propyleneglycol76|propyleneglycolnotlisted,CC(O)CO,True,CAS_OK,assigned CAS in reference set,True
EyeIrritation6pack_PID345,3,Fatty alcohol ethoxylate <=,fattyalcoholethoxylate,6,5,4,False,68131-39-5,C1=CC=C2C(=C1)C(=O)NS2,True,True,True,False,,,,,,UNVERIFIABLE,name absent from reference name2cas,True
EyeIrritation6pack_PID345,4,2-Benzisothiazol-3(2H)-one >= 0.005 - <=,2benzisothiazol32hone0005,6,5,4,False,2634-33-5,,True,True,,False,,2634-33-5,12benzisothiazol32hone|12benzisothiazolin3one|12benzisothiazoline3one|2benzisothiazol32hone0|2benzisothiazol32hone0005|2benzisothiazol32hone005|2benzisothiazol32hone018022|2benzisothiazolin3one|2benzisothiazolin3one002max|basedoningredientscomponent12benzisothiazol32honecasno2634335ld50ratmaleandfemale2000mgkgoecdtest|benzisothiazol2hone|forexplanationofabbreviationsseesection16,O=c1[nH]sc2ccccc12,,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID345,5,Other ingredients (non-hazardous) to,otheringredientsnonhazardousto,6,5,4,False,,,False,,,True,matches:^other\s+ingredient,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID347,0,Nicosulfuron,nicosulfuron,3,1,1,False,111991-09-4,CN(C)C(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,True,True,True,False,,111991-09-4,nicosulfuron,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID347,1,Inert Ingredients,inertingredients,3,1,1,False,,,False,,,False,,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID347,2,Other/Inert Ingredients,otherinertingredients,3,1,1,False,,,False,,,False,,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID349,0,Picoxystrobin,picoxystrobin,4,2,2,False,117428-22-5,CO/C=C(\C1=CC=CC=C1COC2=CC=CC(=N2)C(F)(F)F)/C(=O)OC,True,True,True,False,,117428-22-5,picoxystrobin,CO/C=C(/C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID349,1,Cyproconazole,cyproconazole,4,2,2,False,94361-06-5,CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O,True,True,True,False,,94361-06-5,cyproconazole|cyproconazole98,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID349,2,Other Ingredients,otheringredients,4,2,2,False,,,False,,,True,matches:^other\s+ingredient,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID349,3,Other/Inert Ingredients,otherinertingredients,4,2,2,False,,,False,,,False,,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID350,0,Cymoxanil,cymoxanil,2,3,0,False,57966-95-7,,True,True,,False,,57966-95-7,2cyanonethylaminocarbonyl2methoxyiminoacetamide|cymoxanil,CCNC(=O)NC(=O)/C(C#N)=N/OC|CCNC(=O)NC(=O)C(C#N)=NOC,,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID350,1,Fumaric Acid,fumaricacid,2,3,0,False,68425-94-5,,True,True,,False,,,alkylatednaphthalenesulfonatesodiumsalt1|alkylnaphthalenesulfonicacid30|alkylnaphthalenesulfonicacidpolymerwith|naphthaleneandalkylnaphthalenesulphonicacids|residuespetroleumcata15tsc,,,UNVERIFIABLE,name absent from reference name2cas,False
EyeIrritation6pack_PID356,0,Potassium salt of aminocyclopyrachlor,potassiumsaltofaminocyclopyrachlor,4,2,2,False,858956-35-1,C1CC1C2=NC(=C(C(=N2)N)Cl)C(=O)[O-].[K+],True,True,True,False,,,,,,UNVERIFIABLE,name absent from reference name2cas,True
EyeIrritation6pack_PID356,1,Inert Ingredients,inertingredients,4,2,2,False,858956-08-8,C1CC1C2=NC(=C(C(=N2)N)Cl)C(=O)O,True,True,True,False,,,aminocyclopyrachlor,,,UNVERIFIABLE,name absent from reference name2cas,True
EyeIrritation6pack_PID356,2,Aminocyclopyrachlor,aminocyclopyrachlor,4,2,2,False,,,False,,,False,,858956-08-8,,Nc1nc(C2CC2)nc(C(=O)O)c1Cl,,UNVERIFIABLE,,False
EyeIrritation6pack_PID356,3,Other/Inert Ingredients,otherinertingredients,4,2,2,False,,,False,,,False,,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID358,0,Penthiopyrad,penthiopyrad,3,1,1,False,183675-82-3,CC(C)CC(C)C1=C(C=CS1)NC(=O)C2=CN(N=C2C(F)(F)F)C,True,True,True,False,,183675-82-3,penthiopyrad|penthiopyrad200|synonymspenthiopyradgaia,CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID358,1,Other Ingredients,otheringredients,3,1,1,False,,,False,,,True,matches:^other\s+ingredient,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID358,2,Other/Inert Ingredients,otherinertingredients,3,1,1,False,,,False,,,False,,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID360,0,Rimsulfuron,rimsulfuron,6,2,3,False,122931-48-0,CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,True,True,True,False,,122931-48-0,rimsulfuron,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID360,1,Isoxaflutole,isoxaflutole,6,2,3,False,141112-29-0,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3,True,True,True,False,,141112-29-0,isoxaflutole,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID360,2,Lignin Sulfonate Salt,ligninsulfonatesalt,6,2,3,False,,OP(=O)([O-])[O-].[Na+].[Na+],False,,True,False,,,,,,UNVERIFIABLE,,True
EyeIrritation6pack_PID360,3,Disodium phosphate,disodiumphosphate,6,2,3,False,,,False,,,False,,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID360,4,Other Ingredients,otheringredients,6,2,3,False,,,False,,,True,matches:^other\s+ingredient,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID360,5,Other/Inert Ingredients,otherinertingredients,6,2,3,False,,,False,,,False,,,,,,UNVERIFIABLE,,False
EyeIrritation6pack_PID361,0,Chlorantraniliprole,chlorantraniliprole,3,1,1,False,500008-45-7,CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br)C(=O)NC)Cl,True,True,True,False,,500008-45-7,chlorantraniliprole|chlorantraniliprole25,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,True,CAS_OK,assigned CAS in reference set,False
EyeIrritation6pack_PID361,1,Other Ingredients,otheringredients,3,1,1,False,,,False,,,True,matches:^other\s+ingredient,,,,,UNVERIFIABLE,,False
