sheet,column,key,원본값,배포본값,차이유형,손상측,정본권고,근거
독성코드,tox_h_statements,EyeIrritation6pack_PID643,"H ;; 3 ;; 6 ;; 1 ;; f ;; d ;; , ;;   ;; H ;; 3 ;; 6 ;; 2 ;; , ;;   ;; H ;; 3 ;; 7 ;; 3",,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,EyeIrritation6pack_PID75,"H ;; 3 ;; 0 ;; 2 ;; ( ;; 1 ;; 0 ;; 0 ;; % ;; ) ;; , ;;   ;; H ;; 3 ;; 3 ;; 1 ;; ( ;; 1 ;; 7 ;; . ;; 4 ;; % ;; ) ;; , ;;   ;; H ;; 4 ;; 0 ;; 0 ;; ( ;; 1 ;; 0 ;; 0 ;; % ;; ) ;; , ;;   ;; H ;; 4 ;; 1 ;; 0 ;; ( ;; 1 ;; 0 ;; 0 ;; % ;; )",,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,EyeIrritation6pack_PID756,"H ;; 3 ;; 1 ;; 9 ;; ( ;; 9 ;; 8 ;; . ;; 9 ;; % ;; ) ;; , ;;   ;; H ;; 3 ;; 3 ;; 2 ;; ( ;; 1 ;; 0 ;; 0 ;; % ;; ) ;; , ;;   ;; H ;; 4 ;; 0 ;; 0 ;; ( ;; 1 ;; 0 ;; 0 ;; % ;; ) ;; , ;;   ;; H ;; 4 ;; 1 ;; 0 ;; ( ;; 5 ;; 7 ;; . ;; 3 ;; % ;; )",,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,EyeIrritation6pack_PID760,"H ;; 3 ;; 0 ;; 2 ;; ( ;; 7 ;; 4 ;; . ;; 8 ;; % ;; ) ;; , ;;   ;; H ;; 3 ;; 1 ;; 5 ;; ( ;; 2 ;; 0 ;; . ;; 8 ;; % ;; ) ;; , ;;   ;; H ;; 3 ;; 1 ;; 7 ;; ( ;; 8 ;; 3 ;; . ;; 2 ;; % ;; ) ;; , ;;   ;; H ;; 3 ;; 1 ;; 9 ;; ( ;; 1 ;; 0 ;; 0 ;; % ;; ) ;; , ;;   ;; H ;; 3 ;; 3 ;; 2 ;; ( ;; 1 ;; 0 ;; 0 ;; % ;; ) ;; , ;;   ;; H ;; 3 ;; 3 ;; 5 ;; ( ;; 1 ;; 0 ;; 0 ;; % ;; ) ;; , ;;   ;; H ;; 3 ;; 6 ;; 1 ;; ( ;; 1 ;; 6 ;; . ;; 4 ;; % ;; ) ;; , ;;   ;; H ;; 3 ;; 6 ;; 1 ;; d ;; ( ;; 5 ;; 8 ;; . ;; 4 ;; % ;; ) ;; , ;;   ;; H ;; 4 ;; 0 ;; 0 ;; ( ;; 7 ;; 4 ;; . ;; 8 ;; % ;; ) ;; , ;;   ;; H ;; 4 ;; 1 ;; 0 ;; ( ;; 2 ;; 8 ;; . ;; 8 ;; % ;; ) ;; , ;;   ;; H ;; 4 ;; 1 ;; 2 ;; ( ;; 8 ;; 1 ;; . ;; 9 ;; % ;; )",,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,EyeIrritation6pack_PID765,H303 ;; H315 ;; H319 ;; H332 ;; H351 ;; H371 ;; H373,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,EyeIrritation6pack_PID865,H351 ;; H400 ;; H410 ;; H411,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX1029,H315,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX1058,H ;; 3 ;; 1 ;; 7 ;; ; ;;   ;; H ;; 3 ;; 1 ;; 9,,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX143,H373 ;; H335,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX171,H320,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX195,H400 ;; H410,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX26,"H ;; 3 ;; 1 ;; 7 ;; , ;;   ;; H ;; 3 ;; 7 ;; 0 ;; , ;;   ;; H ;; 3 ;; 7 ;; 3 ;; , ;;   ;; H ;; 4 ;; 0 ;; 0 ;; , ;;   ;; H ;; 4 ;; 1 ;; 0",,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX303,"H ;; 3 ;; 0 ;; 2 ;; , ;;   ;; H ;; 3 ;; 1 ;; 8 ;; , ;;   ;; H ;; 4 ;; 0 ;; 0 ;; , ;;   ;; H ;; 4 ;; 1 ;; 0",,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX310,"H ;; 4 ;; 0 ;; 0 ;; , ;;   ;; H ;; 4 ;; 1 ;; 0",,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX315,"H ;; 4 ;; 0 ;; 0 ;; , ;;   ;; H ;; 4 ;; 1 ;; 0",,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX38,H302 ;; H331 ;; H400 ;; H410,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX388,H303 ;; H314 ;; H317 ;; H401,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX440,H351 ;; H400 ;; H410 ;; H411,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX472,H302 ;; H333 ;; H315 ;; H320 ;; H361 ;; H411,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX48,H ;; 3 ;; 6 ;; 1 ;; f ;; d ;; : ;;   ;; S ;; u ;; s ;; p ;; e ;; c ;; t ;; e ;; d ;;   ;; o ;; f ;;   ;; d ;; a ;; m ;; a ;; g ;; i ;; n ;; g ;;   ;; f ;; e ;; r ;; t ;; i ;; l ;; i ;; t ;; y ;; ; ;;   ;; S ;; u ;; s ;; p ;; e ;; c ;; t ;; e ;; d ;;   ;; o ;; f ;;   ;; d ;; a ;; m ;; a ;; g ;; i ;; n ;; g ;;   ;; t ;; h ;; e ;;   ;; u ;; n ;; b ;; o ;; r ;; n ;;   ;; c ;; h ;; i ;; l ;; d ;;   ;; / ;;   ;; H ;; 3 ;; 6 ;; 2 ;; : ;;   ;; M ;; a ;; y ;;   ;; c ;; a ;; u ;; s ;; e ;;   ;; h ;; a ;; r ;; m ;;   ;; t ;; o ;;   ;; b ;; r ;; e ;; a ;; s ;; t ;; - ;; f ;; e ;; d ;;   ;; c ;; h ;; i ;; l ;; d ;; r ;; e ;; n ;;   ;; / ;;   ;; H ;; 3 ;; 7 ;; 3 ;; : ;;   ;; M ;; a ;; y ;;   ;; c ;; a ;; u ;; s ;; e ;; s ;;   ;; d ;; a ;; m ;; a ;; g ;; e ;;   ;; t ;; o ;;   ;; o ;; r ;; g ;; a ;; n ;; s ;;   ;; t ;; h ;; r ;; o ;; u ;; g ;; h ;;   ;; p ;; r ;; o ;; l ;; o ;; n ;; g ;; e ;; d ;;   ;; o ;; r ;;   ;; r ;; e ;; p ;; e ;; a ;; t ;; e ;; d ;;   ;; e ;; x ;; p ;; o ;; s ;; u ;; r ;; e ;;   ;; / ;;   ;; H ;; 4 ;; 0 ;; 0 ;; : ;;   ;; V ;; e ;; r ;; y ;;   ;; t ;; o ;; x ;; i ;; c ;;   ;; t ;; o ;;   ;; a ;; q ;; u ;; a ;; t ;; i ;; c ;;   ;; l ;; i ;; f ;; e ;;   ;; ( ;; 8 ;; 2 ;; . ;; 6 ;; % ;; ) ;;   ;; / ;;   ;; H ;; 4 ;; 1 ;; 0 ;; : ;;   ;; V ;; e ;; r ;; y ;;   ;; t ;; o ;; x ;; i ;; c ;;   ;; t ;; o ;;   ;; a ;; q ;; u ;; a ;; t ;; i ;; c ;;   ;; l ;; i ;; f ;; e ;;   ;; w ;; i ;; t ;; h ;;   ;; l ;; o ;; n ;; g ;;   ;; l ;; a ;; s ;; t ;; i ;; n ;; g ;;   ;; e ;; f ;; f ;; e ;; c ;; t ;; s ;;   ;; ( ;; 6 ;; 0 ;; . ;; 5 ;; % ;; ),,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX511,H332 ;; H317 ;; H335 ;; H351 ;; H400 ;; H410,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX629,H302 ;; H317 ;; H319 ;; H332 ;; H351,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX630,H302 ;; H317 ;; H319 ;; H332 ;; H351,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX689,"H ;; 4 ;; 0 ;; 0 ;; , ;;   ;; H ;; 4 ;; 1 ;; 0",,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX692,"H ;; 3 ;; 1 ;; 8 ;; , ;;   ;; H ;; 4 ;; 1 ;; 1",,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,"_run_tox 상위출처값=['H318 ;; H411'](chunk_1.json,pchunk_4.json,unique_products.json) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)"
독성코드,tox_h_statements,MIX759,H302 ;; H317 ;; H319 ;; H332 ;; H351,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX77,H315 ;; H335 ;; H361 ;; H302+H332 ;; H373 ;; H400 ;; H410,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX784,"H ;; 3 ;; 1 ;; 5 ;; , ;;   ;; H ;; 3 ;; 1 ;; 9",,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX811,H315 ;; H400 ;; H410,,소실,없음,원본(값 보유),파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX836,"H ;; 2 ;; 7 ;; 2 ;; , ;;   ;; H ;; 3 ;; 0 ;; 2 ;; , ;;   ;; H ;; 3 ;; 1 ;; 4 ;; , ;;   ;; H ;; 3 ;; 1 ;; 5 ;; , ;;   ;; H ;; 3 ;; 1 ;; 7 ;; , ;;   ;; H ;; 3 ;; 1 ;; 9 ;; , ;;   ;; H ;; 3 ;; 3 ;; 4 ;; , ;;   ;; H ;; 3 ;; 3 ;; 5 ;; , ;;   ;; H ;; 4 ;; 0 ;; 0",,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX838,"H ;; 4 ;; 0 ;; 0 ;; , ;;   ;; H ;; 4 ;; 1 ;; 0",,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX839,"H ;; 3 ;; 1 ;; 5 ;; , ;;   ;; H ;; 3 ;; 1 ;; 8",,손상패턴,원본,원본(문자분리 복원 후) — 배포본은 결측,파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,tox_h_statements,MIX986,H226 ;; H304 ;; H315 ;; H317 ;; H411,H317 ;; H315 ;; H318,변경,없음,배포본,"_run_tox 상위출처값=['H317 ;; H315 ;; H318'](chunk_4.json,pchunk_13.json,unique_products.json) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)"
독성코드,cat_eye_ghs,EyeIrritation6pack_PID228,Not classified,2B,변경,없음,배포본,"_run_tox 상위출처값=['2B'](chunk_0.json,pchunk_1.json,rchunk_1.json) | input_dataset_v5 y_eye=2B(src=ntp_measured) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)"
독성코드,cat_eye_ghs,EyeIrritation6pack_PID75,Not classified (PubChem 집계자료 기준 눈 관련 H코드 없음),2B,변경,없음,배포본,"_run_tox 상위출처값=['2B'](chunk_2.json,pchunk_5.json,unique_products.json) | input_dataset_v5 y_eye=2B(src=ntp_measured) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)"
독성코드,cat_eye_ghs,EyeIrritation6pack_PID756,"2 (H319, Causes serious eye irritation, 98.9%)",2B,변경,없음,배포본,"_run_tox 상위출처값=['2B'](chunk_2.json,pchunk_5.json,unique_products.json) | input_dataset_v5 y_eye=2B(src=ntp_measured) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)"
독성코드,cat_eye_ghs,EyeIrritation6pack_PID760,"2 (H319, 100%)",1,변경,없음,배포본,"_run_tox 상위출처값=['1'](chunk_2.json,pchunk_5.json,unique_products.json) | input_dataset_v5 y_eye=1(src=ntp_measured) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)"
독성코드,cat_eye_ghs,EyeIrritation6pack_PID765,2A,2B,변경,없음,배포본,"_run_tox 상위출처값=['2B'](chunk_2.json,pchunk_5.json,rchunk_3.json) | input_dataset_v5 y_eye=2B(src=ntp_measured) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)"
독성코드,cat_eye_ghs,MIX1015,Not classified,,소실,없음,원본(값 보유),input_dataset_v5 y_eye=NC(src=phase1_sds) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,cat_eye_ghs,MIX1056,Not classified,,소실,없음,원본(값 보유),input_dataset_v5 y_eye=NC(src=phase1_sds) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,cat_eye_ghs,MIX1058,2A,,소실,없음,원본(값 보유),input_dataset_v5 y_eye=2A(src=sds_2nd) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)
독성코드,cat_eye_ghs,MIX167,Not classified,,소실,없음,원본,"_run_tox 상위출처값=['Not classified'](chunk_1.json,pchunk_2.json,rchunk_1.json) | input_dataset_v5 y_eye=NC(src=sds_2nd) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)"
독성코드,cat_eye_ghs,MIX168,Not classified,,소실,없음,원본,"_run_tox 상위출처값=['Not classified'](chunk_1.json,pchunk_2.json,rchunk_1.json) | input_dataset_v5 y_eye=NC(src=sds_2nd) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)"
독성코드,cat_eye_ghs,MIX171,2B,,소실,없음,원본,"_run_tox 상위출처값=['2B'](chunk_1.json,pchunk_2.json,rchunk_1.json) | input_dataset_v5 y_eye=2B(src=sds_2nd) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)"
독성코드,cat_eye_ghs,MIX26,Not classified,,소실,없음,원본,"_run_tox 상위출처값=['Not classified'](chunk_1.json,pchunk_3.json,unique_products.json) | input_dataset_v5 y_eye=None(src=None) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)"
독성코드,cat_eye_ghs,MIX303,1,,소실,없음,원본,"_run_tox 상위출처값=['1'](chunk_1.json,pchunk_4.json,unique_products.json) | input_dataset_v5 y_eye=1(src=sds_2nd) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)"
독성코드,cat_eye_ghs,MIX310,Not classified,,소실,없음,확인 불가(양쪽 모두 상위출처와 불일치),"_run_tox 상위출처값=['2B'](chunk_1.json,pchunk_4.json,unique_products.json) | input_dataset_v5 y_eye=None(src=None) | 파이프라인소비=아니오(build_input_v5.py 미참조 → X/y/group_key 무영향)"
