Formulation_ID,ep,원문,판독,태그,원문지지,범주유효,NC근거유형,기존y,기존src_detail,충돌,채택가능,판정근거
EyeIrritation6pack_PID1033,skin,Brief and/or minor irritation - EPA Tox Category IV,,epa_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID1034,skin,Harmful if absorbed through skin (no numeric LD50 in source),,xep,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=xep)
EyeIrritation6pack_PID1037,eye,EPA Toxicity Category II (Primary Eye Irritation),,epa_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID1037,skin,EPA Toxicity Category IV (Primary Skin Irritation),,epa_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID1037,sens,Dermal Sensitizer (positive),1,pos_assert,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID1038,eye,May cause slight irritation,,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID1038,skin,May cause irritation,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID1038,sens,No information available,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID1039,skin,May cause irritation,,qual_only,해당없음,정상,해당없음,0.0,sds_v1_negative_recovered,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID1039,sens,No information available,,no_data,해당없음,정상,해당없음,0.0,sds_v1_negative_recovered,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID104,skin,Irritating to skin (rabbit) - product,,qual_only,해당없음,정상,해당없음,1.0,sds_2nd,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID1042,skin,Mildly irritating (rabbit) - product,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID1042,sens,Not available (product); may cause allergic skin reactions per label warning,1,h_phrase,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID1050,sens,Weak skin sensitizer in animal tests,1,pos_assert,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID1062,sens,명시 안됨(not_stated),,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID116,skin,Mildly irritating (rabbit),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID117,eye,Moderate eye irritation (EPA 라벨),,epa_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID120,eye,Moderate eye irritation (EPA 라벨),,epa_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID121,eye,Substantial but temporary eye injury (EPA 라벨),,epa_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID124,skin,피부 접촉 시 자극 있음(피부 부식성 아님; 가토 시험 non-irritant로 보고된 자료도 있음),,ambig_conflict,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=ambig_conflict)
EyeIrritation6pack_PID124,sens,피부 감작 가능성 있음(Buehler 기니피그 시험 양성),1,pos_assert,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID132,sens,No information found; label notes prolonged/repeated skin contact may cause allergic reaction in some individuals,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID137,eye,GHS Category 2B / EPA Category IV,2B,ghs_cat,지지,정상,해당없음,1.0,ntp_measured,일치,채택,원문지지+범주유효+기존y일치(NC근거=해당없음)
EyeIrritation6pack_PID137,skin,EPA Category IV (Primary Dermal),,epa_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID143,eye,May be irritating to eyes (no formal category assigned in this SDS),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID143,skin,May be irritating to skin (no formal category assigned in this SDS),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID143,sens,Not stated / no category assigned,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID149,eye,Rabbit 기준 미약한 자극성(Minimally irritating),,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID149,skin,Rabbit 기준 약한 자극성(Slightly irritating),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID149,sens,피부 접촉 감작성 없음(Not a contact sensitizer),NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID157,eye,Causes serious eye damage,1,h_phrase,지지,정상,해당없음,1.0,ntp_measured,일치,채택,원문지지+범주유효+기존y일치(NC근거=해당없음)
EyeIrritation6pack_PID157,skin,Corrosive; causes skin burns. On contact with moisture readily hydrolyzes to acid which may cause burns,1,h_phrase,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID157,sens,sodium bromide: Did not cause sensitization in Maximisation Test (guinea pig); causes respiratory tract irritation,,comp,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=comp)
EyeIrritation6pack_PID160,sens,Not stated,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID167,skin,Slightly irritating,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID168,eye,Dust may cause mechanical irritation to eyes,,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID168,skin,Prolonged or repeated contact may dry skin and cause irritation,,qual_only,해당없음,정상,해당없음,0.0,sds_v1_negative_recovered,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID168,sens,Causes respiratory tract irritation if inhaled,,xep,해당없음,정상,해당없음,0.0,sds_v1_negative_recovered,비교불가,폐기,미판독(태그=xep)
EyeIrritation6pack_PID170,eye,"경미한 눈자극 (Rabbit, Mild eye irritation, OECD 405)",,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID170,sens,자료없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID175,eye,확인 안됨 (순물질 자료에는 눈 관련 분류 코드 없음),,no_data,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID175,sens,자료없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID176,sens,자료없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID177,sens,자료없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID178,sens,자료없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID179,eye,Severely irritating (OECD 405),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID179,skin,Moderately irritating (OECD 404),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID194,skin,Slightly irritating to skin,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID220,eye,Moderate eye irritation,,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID220,skin,Moderate skin irritation,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID220,sens,Not a skin sensitizer,NC,nc_explicit,지지,정상,b,0.0,sds_v1_negative_recovered,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID231,eye,"심한 눈 손상/자극 - 구분 I (토끼 실험에서 심한 눈 자극, EPA Toxicity Category I; 부식성)",,h_phrase,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=h_phrase)
EyeIrritation6pack_PID231,skin,"경미한 피부 자극 (EPA Toxicity Category IV, 피부부식성 없음)",,epa_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=epa_only)
EyeIrritation6pack_PID24,sens,Will not occur,NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID240,eye,자료없음,,no_data,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID240,sens,자료없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID241,eye,"경미한 자극 (rabbit, slight irritation)",,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID241,skin,자료없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID241,sens,Will not occur (guinea pig),NC,nc_explicit,지지,정상,b,0.0,sds_v1_negative_recovered,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID246,sens,Will not occur,NC,nc_explicit,지지,정상,b,0.0,sds_v1_negative_recovered,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID247,sens,Will not occur,NC,nc_explicit,지지,정상,b,0.0,sds_v1_negative_recovered,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID272,eye,Minimally Irritating (Rabbit),,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID272,skin,Slightly Irritating (Rabbit),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID283,eye,"Minimally irritant, 분류기준 미달 (rabbit)",NC,nc_explicit,지지,정상,b,1.0,ntp_measured,충돌,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID287,sens,피부접촉을 통한 감작 가능성 있음,,qual_only,해당없음,정상,해당없음,1.0,sds_2nd,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID3,eye,Information not available (힌트 2B이나 SDS 본문엔 구체적 코드 없음),,no_data,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID3,skin,Causes mild skin irritation; may cause allergic reactions in very susceptible persons,3,h_phrase,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID306,skin,"분류 결과만 확인, 구체적 구분 등급은 SDS에서 추출되지 않음",,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID312,eye,Minimally to moderately irritating to eyes (rabbit); not formally GHS-classified for eye damage/irritation,,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID312,skin,"Slightly irritating (rabbit), clearing within 24 hrs; hazard statement: Harmful in contact with skin",,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID325,sens,감작성 없음 (No sensitizing effects known),NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID327,sens,Not a contact sensitizer,NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID328,sens,Not a contact sensitizer,NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID332,sens,장기/반복 피부접촉시 알레르기 반응 가능성 (일부 개인),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID347,eye,"Moderate eye irritation (rabbit); not assigned a formal GHS category in this (2010, pre-GHS-format) SDS",,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID347,skin,Slight irritation (rabbit),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID347,sens,Did not cause sensitization by skin contact (guinea pig),NC,nc_explicit,지지,정상,a,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=a)
EyeIrritation6pack_PID356,eye,Moderate eye irritation (rabbit),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID356,sens,Did not cause sensitization by skin contact (mouse),NC,nc_explicit,지지,정상,a,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=a)
EyeIrritation6pack_PID358,sens,"피부감작성 없음 (Guinea pig, Maximization Test, OECD TG 406)",NC,nc_explicit,지지,정상,a,0.0,sds_2nd,일치,채택,원문지지+범주유효+기존y일치(NC근거=a)
EyeIrritation6pack_PID360,sens,피부 접촉에 의한 감작성 없음 (Mouse),NC,nc_explicit,지지,정상,a,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=a)
EyeIrritation6pack_PID361,sens,Did not cause sensitization by skin contact (guinea pig),NC,nc_explicit,지지,정상,a,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=a)
EyeIrritation6pack_PID364,skin,Irritating to skin (Rabbit),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID365,eye,Mild eye irritation (Rabbit),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID365,sens,May cause sensitisation by skin contact (Mouse),1,h_phrase,지지,정상,해당없음,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=해당없음)
EyeIrritation6pack_PID366,eye,Slight irritant,,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID366,skin,Causes slight skin irritation,,qual_only,해당없음,정상,해당없음,0.0,sds_2nd,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID366,sens,Not a respiratory/skin sensitizer,NC,nc_explicit,지지,정상,b,0.0,sds_2nd,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID367,sens,Did not cause sensitization (Guinea pig),NC,nc_explicit,지지,정상,a,0.0,sds_2nd,일치,채택,원문지지+범주유효+기존y일치(NC근거=a)
EyeIrritation6pack_PID368,eye,Causes eye irritation,2B,h_phrase,지지,정상,해당없음,1.0,ntp_measured,일치,채택,원문지지+범주유효+기존y일치(NC근거=해당없음)
EyeIrritation6pack_PID368,skin,Prolonged skin contact may cause temporary irritation,,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID369,eye,Moderate eye irritation (Rabbit),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID369,skin,Slight irritation (Rabbit),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID370,eye,Mildly Irritating (Rabbit),,qual_only,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID370,skin,Slightly Irritating (Rabbit),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID376,skin,Pyriproxyfen: Mild/slight skin irritation at 72h (EPA Category IV); Fipronil: not stated,,comp,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=comp)
EyeIrritation6pack_PID380,eye,실질적이나 일시적인 눈 손상 유발 (GHS 2A 상당),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID386,skin,피부 부식성/자극성 물질로 분류되지 않음,NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID386,sens,호흡기/피부 과민성 물질로 분류되지 않음,NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID390,eye,중등도 눈자극(moderate eye irritation),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID406,skin,"해당 자료 없음(피부 부식성 분류 아님, 알레르기성 H317만 보고)",,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID41,eye,No irritation to eyes (rabbit),NC,nc_explicit,지지,정상,a,1.0,ntp_measured,충돌,재검,기존y=1 충돌(src=ntp_measured) [NTP실측 충돌-재검필수]
EyeIrritation6pack_PID41,skin,Not skin irritating,NC,nc_explicit,지지,정상,b,,,비교불가,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID411,eye,"중등도 눈 자극, 24시간 내 소실",,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID411,skin,"매우 경미한 자극 (72hr), Primary Skin Irritation Index 0.84 (rabbit)",,draize_pii,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=draize_pii)
EyeIrritation6pack_PID417,skin,경미한 피부자극 (rabbit),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID422,eye,Shall not be classified as seriously damaging to the eye or eye irritant,NC,nc_explicit,지지,정상,b,0.0,ntp_measured,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID422,skin,Shall not be classified as corrosive/irritant to skin,NC,nc_explicit,지지,정상,b,0.0,sds_v1_negative_recovered,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID422,sens,Shall not be classified as a respiratory or skin sensitiser,NC,nc_explicit,지지,정상,b,0.0,sds_v1_negative_recovered,일치,재검,"NC이나 규제문구/무근거단언만, 음성 시험결과 없음"
EyeIrritation6pack_PID426,eye,"제품 자체는 non-irritant (Draize test, rabbit); 성분 cyclohexanone/isobutanol은 Eye Dam./Irrit. 1",NC,nc_explicit,지지,정상,a,1.0,sds_v1,충돌,재검,기존y=1 충돌(src=sds_v1)
EyeIrritation6pack_PID426,skin,"Skin Corr./Irrit. 2 - Irritant (rabbit, OECD 404)",2,ghs_cat,지지,정상,해당없음,1.0,sds_v1,일치,채택,원문지지+범주유효+기존y일치(NC근거=해당없음)
EyeIrritation6pack_PID44,eye,"Mild eye irritation (Draize, rabbit); not formally classified in Section 2",,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID456,eye,SDS에 별도 명시 없음,,no_data,해당없음,정상,해당없음,0.0,ntp_measured,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID456,skin,"Mild irritant (경미한 자극성, 정식 GHS 분류 문구 없음)",,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID456,sens,SDS에 별도 명시 없음,,no_data,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=no_data)
EyeIrritation6pack_PID46,sens,"비감작성 (Buehler test, guinea pig, OECD 406)",NC,nc_explicit,지지,정상,a,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=a)
EyeIrritation6pack_PID460,sens,"비감작성 (mouse, OECD 429 LLNA)",NC,nc_explicit,지지,정상,a,,,비교불가,채택,원문지지+범주유효+기존y비교불가(NC근거=a)
EyeIrritation6pack_PID473,skin,May be irritating to skin (no formal classification),,qual_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID474,eye,일시적이나 심각한 눈 손상 유발 (Causes substantial but temporary eye injury),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID474,skin,피부 접촉 회피 권고 (Avoid contact with skin),,precaution_only,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=precaution_only)
EyeIrritation6pack_PID476,eye,중등도 눈 자극 (moderate eye irritation),,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID478,eye,"중등도 자극성(Moderately irritating, rabbit, MMTS 30.0) — 가역적 눈 손상",,qual_only,해당없음,정상,해당없음,1.0,ntp_measured,비교불가,폐기,미판독(태그=qual_only)
EyeIrritation6pack_PID478,skin,"중등도 자극성(Moderately irritating, rabbit, PDII 4.6)",,draize_pii,해당없음,정상,해당없음,,,비교불가,폐기,미판독(태그=draize_pii)
EyeIrritation6pack_PID48,eye,눈에 심한 손상 유발(Causes serious eye damage),1,h_phrase,지지,정상,해당없음,1.0,ntp_measured,일치,채택,원문지지+범주유효+기존y일치(NC근거=해당없음)
EyeIrritation6pack_PID48,skin,피부에 심한 화상 유발(Causes severe skin burns),1,h_phrase,지지,정상,해당없음,1.0,sds_2nd,일치,채택,원문지지+범주유효+기존y일치(NC근거=해당없음)
