Formulation_ID,분류,제품명,후보URL수,시도URL수,채택URL,채택파일,제품명일치,성분일치수,문서형식,판정,경로,사유,기존URL
EyeIrritation6pack_PID29,대체근거문서,Abamectin B1b,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.adama.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — web.archive.org: 제품명 없음 | 아카이브 스냅샷 0건도 검증 미통과,https://www.adama.com/israel-mcw/sites/adama_israel_makhteshim/files/product-documents/2023-11/invert%20abamectin%2018%20sds%202017_0.pdf
EyeIrritation6pack_PID301,다른제품문서,Decis 1.0 Gel,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.chemicalbook.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.chemicalbook.com/msds/1-decene.pdf
EyeIrritation6pack_PID306,다른제품문서,Densil CA,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.chem-on.com.sg: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.chem-on.com.sg/image/catalog/product_catalog/DENTSIL%20DS-60%20SDS.pdf
EyeIrritation6pack_PID378,대체근거문서,EH-1479 Herbicide,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.tcichemicals.com: HTTP 403 | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.tcichemicals.com/BE/en/sds/B1479_EU_6N.pdf
EyeIrritation6pack_PID467,대체근거문서,Folicur 1. 2 emulsifiable concentrate(16.6),1,2,,,,0,,미발견,,검증 통과 문서 없음 — www.cropscience.bayer.co.nz: HTTP 404 | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — web.archive.org: 제품명 없음 | web.archive.org: 제품명 없음 | 아카이브 스냅샷 0건도 검증 미통과,https://www.cropscience.bayer.co.nz/-/media/bcs-inter/ws_newzealand/use-our-products/product-import-files/fungicides/folicur-sc/folicur-sc-sds.pdf
EyeIrritation6pack_PID489,대체근거문서,Geo Tru,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.siplast.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.siplast.com/document-library/documents/SDS/siplast_lwic_insulperm_insulation_insulperm_geofoam_sds.pdf
EyeIrritation6pack_PID553,다른제품문서,INDOX2,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.agricentre.basf.co.uk: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — web.archive.org: 제품명 없음 | 아카이브 스냅샷 0건도 검증 미통과,https://www.agricentre.basf.co.uk/Documents/Product-Files/Innox-MSDS.pdf?1679063745663
EyeIrritation6pack_PID57,대체근거문서,Affirm,1,1,https://quiplabs.com/wp-content/uploads/SDS_Affirm.pdf,문서/EyeIrritation6pack_PID57__재수집.pdf,예,10,SDS·라벨 표지 있음,발견,원URL,제품명 낱말일치 · 성분 10개 일치 · SDS·라벨 형식 (원URL),https://quiplabs.com/wp-content/uploads/SDS_Affirm.pdf
EyeIrritation6pack_PID618,대체근거문서,Magnate,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.adama.com: HTTP 403 | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.adama.com/south-africa/sites/adama_south_africa/files/downloads/magnate500sc_tcm54-23204.pdf
EyeIrritation6pack_PID635,대체근거문서,Mefanoxam,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.adama.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.adama.com/south-africa/sites/adama_south_africa/files/downloads/adama_mefenoxam_plus_sds_v1.0_20200625.pdf
EyeIrritation6pack_PID694,다른제품문서,NEU1171H,1,0,,,,0,,미발견,,검증 통과 문서 없음 — buyat.ppg.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://buyat.ppg.com/EHSDocumentManagerPublic/pdf_main.aspx?StreamId=69ba6c415b802e110000&Id=69ba6c435b9c35640001
EyeIrritation6pack_PID695,다른제품문서,NEUl l 71H RTU,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.neogen.com: HTTP 403 | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.neogen.com/49735b/globalassets/pim/assets/original/10051/ncm0030_700003049_700003050_700003051_sds_en-ie.pdf?srsltid=AfmBOorXQQ1PTpacWcguksTcYooV0DR_i9tdvCMJkiTvyPegp8TVFrHR
EyeIrritation6pack_PID699,다른제품문서,NNI-0001,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.nnigroup.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — web.archive.org: 제품명 없음 | 아카이브 스냅샷 0건도 검증 미통과,https://www.nnigroup.com/uploads/sites/5/2019/07/GLMP-0034_SDS.pdf
EyeIrritation6pack_PID723,다른제품문서,OR-X123,1,0,,,,0,,미발견,,검증 통과 문서 없음 — international.brand.akzonobel.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://international.brand.akzonobel.com/m/455a342c2d8d9956/original/HAO123__KR_EN_20141101_1.pdf
EyeIrritation6pack_PID728,다른제품문서,ORD-X450,1,0,,,,0,,미발견,,검증 통과 문서 없음 — imgcdn.mckesson.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/SDS_CLINIC_CLEANING_KIT_BOULE_MEDONIC_M_SERIES_3_4_50ML.pdf
EyeIrritation6pack_PID740,다른제품문서,Penclotrime 310.68 FS,1,2,,,,0,,미발견,,검증 통과 문서 없음 — in.ewu.edu: ReadTimeout | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — web.archive.org: 제품명 없음 | web.archive.org: 제품명 없음 | 아카이브 스냅샷 0건도 검증 미통과,https://in.ewu.edu/ehs/wp-content/uploads/sites/116/2017/06/Flin-Scientific-How-to-Read-an-SDS.pdf
EyeIrritation6pack_PID743,대체근거문서,Penoxsulam,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.tcichemicals.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.tcichemicals.com/BE/en/sds/P3037_EU_6N.pdf
EyeIrritation6pack_PID745,대체근거문서,Penprome 177FS,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/US/en/sds/sial/45614?srsltid=AfmBOopI0OdVtGCUfyMbsQjzQJQ6SiXVe3F5lZT82c8m1riMvHCGJdZu
EyeIrritation6pack_PID790,다른제품문서,Pursuit/Dimethenamide,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.chemicalbook.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.chemicalbook.com/msds/dimethenamid.pdf
EyeIrritation6pack_PID80,다른제품문서,Amore DF,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.afi-usa.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.afi-usa.com/F2/Reports/pdf/REPORT_SDS_F21471.pdf
EyeIrritation6pack_PID811,다른제품문서,RebelEx,1,0,,,,0,,미발견,,검증 통과 문서 없음 — cdn.webshopapp.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://cdn.webshopapp.com/shops/270979/files/385964865/ack-202-acryl-rebel-en.pdf
EyeIrritation6pack_PID819,대체근거문서,Ridomil Gold MZ WG,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.adama.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.adama.com/israel-agan/sites/adama_israel_agan/files/product-documents/2021-11/RIDOMIL%20GOLD%20MZ%20WG.pdf
EyeIrritation6pack_PID893,대체근거문서,SP5411,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.sigmaaldrich.com/sds/sigma/e5411?srsltid=AfmBOopte59vv2AMEoFm_32ltpfiaFLK7qY-DhCM_I-IBJJicCfB_D_k
EyeIrritation6pack_PID932,다른제품문서,TC-314,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.carlroth.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.carlroth.com/medias/SDB-8789-CH-EN.pdf?context=bWFzdGVyfHNlY3VyaXR5RGF0YXNoZWV0c3wzMzg1NjB8YXBwbGljYXRpb24vcGRmfGFEUTRMMmczWkM4NU1qRXdNRFUyTnpZNU5UWTJMMU5FUWw4NE56ZzVYME5JWDBWT0xuQmtaZ3xhNDMwYTViM2E2NDJlYTNkNDY5ODY0M2FkMGVlZjk1NDU5MWMyOGRhZjI3OWRkNmNlMWViMTMzYzVjYThjMTI2
EyeIrritation6pack_PID940,대체근거문서,TC 281,1,0,,,,0,,미발견,,검증 통과 문서 없음 — beaufort.tricare.mil: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://beaufort.tricare.mil/Portals/110/documents/safety/SDS/281%20-%20Substrate%20Access%20II.pdf
EyeIrritation6pack_PID983,다른제품문서,Tital FL,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.afi-usa.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.afi-usa.com/F2/Reports/pdf/REPORT_SDS_F35268.pdf
MIX1010,대체근거문서,Bitter orange oil,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.soapgoods.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.soapgoods.com/documents/sds/Orange-Bitter.pdf?srsltid=AfmBOopAxTjFQU3H-c6L6ZS_D41VJ6AU_3CJL8HedD8A3BoYzmg0WI4C
MIX1047,대체근거문서,Hibawood oil,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.soapgoods.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.soapgoods.com/documents/sds/Hiba.pdf?srsltid=AfmBOorknCt5x-KrLh5pAFtuAaI8AjNH4eASUJqb91ztWGquTViL7P-F
MIX119,다른제품문서,Co-Ral 25% Wettable Powder,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www3.epa.gov: 제품명 없음 | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회 HTTP 503,https://www3.epa.gov/pesticides/chem_search/ppls/011556-00023-20020910.pdf
MIX13,대체근거문서,Abamectin B1a,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.adama.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.adama.com/israel-mcw/sites/adama_israel_makhteshim/files/product-documents/2023-11/invert%20abamectin%2018%20sds%202017_0.pdf
MIX142,다른제품문서,Decis 1.0 Gel,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.chemicalbook.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.chemicalbook.com/msds/1-decene.pdf
MIX145,다른제품문서,Densil CA,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.chem-on.com.sg: 제품명 없음 · 성분 일치 0 | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.chem-on.com.sg/image/catalog/product_catalog/DENTSIL%20DS-60%20SDS.pdf
MIX15,대체근거문서,Abamectin B1b,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.adama.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — web.archive.org: 제품명 없음 | 아카이브 스냅샷 0건도 검증 미통과,https://www.adama.com/israel-mcw/sites/adama_israel_makhteshim/files/product-documents/2023-11/invert%20abamectin%2018%20sds%202017_0.pdf
MIX187,다른제품문서,ENS-010A,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.waterboards.ca.gov: 본문 짧음(0자) | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.waterboards.ca.gov/public_notices/petitions/water_quality/docs/a2276/a2276petitionpart3.pdf
MIX189,대체근거문서,EH-1479 Herbicide,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.tcichemicals.com: HTTP 403 | 아카이브에 스냅샷 없음,https://www.tcichemicals.com/BE/en/sds/B1479_EU_6N.pdf
MIX217,대체근거문서,Folicur 1. 2 emulsifiable concentrate(16.6),1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.cropscience.bayer.co.nz: HTTP 404 | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.cropscience.bayer.co.nz/-/media/bcs-inter/ws_newzealand/use-our-products/product-import-files/fungicides/folicur-sc/folicur-sc-sds.pdf
MIX236,대체근거문서,Flumethrin(87.9%),1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/FR/en/sds/SIAL/46417?srsltid=AfmBOoqk8YhrSmaIGG7IDPFynR9wqr-eXAuqjcxdjf3ANNR5QxVkWMcY
MIX238,대체근거문서,Flumethrin(95.1%),1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/FR/en/sds/SIAL/46417?srsltid=AfmBOoqxgmMVsTyZjdrUJrxgSlHXIxU7wjSk4Caz9aZhJzIdgisYxa45
MIX239,대체근거문서,Flumethrin(96.2%),1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.sigmaaldrich.com/FR/en/sds/SIAL/46417?srsltid=AfmBOop8NkLn0XxvmSeEOaeCYG1AOJEEjvNjH6A6J83JNYUQJrgFnytV
MIX243,대체근거문서,Geo Tru,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.siplast.com: HTTP 403 | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — web.archive.org: 제품명 없음 | 아카이브 스냅샷 0건도 검증 미통과,https://www.siplast.com/document-library/documents/SDS/siplast_lwic_insulperm_insulation_insulperm_geofoam_sds.pdf
MIX275,다른제품문서,INDOX2,1,1,,,,0,,미발견,,검증 통과 문서 없음 — www.agricentre.basf.co.uk: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — web.archive.org: 제품명 없음 | 아카이브 스냅샷 0건도 검증 미통과,https://www.agricentre.basf.co.uk/Documents/Product-Files/Innox-MSDS.pdf?1679063745663
MIX278,다른제품문서,Kathon CF 400,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.chemworld.com: 제품명 없음 · 성분 일치 0 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.chemworld.com/v/vspfiles/assets/images/SDS%20Kathon%20Test%20Kit.pdf
MIX29,대체근거문서,Aldicarb 15% WG,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/IN/en/sds/sial/33386?srsltid=AfmBOopJhViFsqIPWeI5NjK1X0CbKUUtXVLL_iMGUsNCxsiHGNPic4to
MIX307,대체근거문서,Mefenoxam,1,1,http://web.archive.org/web/20220520010721id_/https://www.adama.com/south-africa/sites/adama_south_africa/files/downloads/adama_mefenoxam_plus_sds_v1.0_20200625.pdf,문서/MIX307__재수집.pdf,예,6,SDS·라벨 표지 있음,발견,웹아카이브,제품명 낱말일치 · 성분 6개 일치 · SDS·라벨 형식 (웹아카이브),https://www.adama.com/south-africa/sites/adama_south_africa/files/downloads/adama_mefenoxam_plus_sds_v1.0_20200625.pdf
MIX318,대체근거문서,Magnate,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.adama.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.adama.com/south-africa/sites/adama_south_africa/files/downloads/magnate500sc_tcm54-23204.pdf
MIX329,대체근거문서,Mon 58416,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.sigmaaldrich.com/US/en/sds/sigma/smb00294?userType=undefined&srsltid=AfmBOork1Ei_38DIlX0378-CUdkwkJskWETs5K3oF95K1-tZodQaJges
MIX345,다른제품문서,NEU1171H,1,0,,,,0,,미발견,,검증 통과 문서 없음 — buyat.ppg.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://buyat.ppg.com/EHSDocumentManagerPublic/pdf_main.aspx?StreamId=69ba6c415b802e110000&Id=69ba6c435b9c35640001
MIX364,대체근거문서,Prohexadione calcium(89.9%),1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/IN/en/sds/sial/31713?srsltid=AfmBOorX48cGTU09_Bghy3l8b9k2gaAy_QHN24k_KMof5YchLlbeyxsC
MIX383,다른제품문서,NNI-0001,1,2,,,,0,,미발견,,검증 통과 문서 없음 — www.nnigroup.com: 제품명 없음 | web.archive.org: 제품명 없음 | 아카이브 스냅샷 0건도 검증 미통과,https://www.nnigroup.com/uploads/sites/5/2019/07/GLMP-0034_SDS.pdf
MIX394,다른제품문서,ORD-X450,1,0,,,,0,,미발견,,검증 통과 문서 없음 — imgcdn.mckesson.com: HTTP 403 | 아카이브 조회실패(ReadTimeout) · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/SDS_CLINIC_CLEANING_KIT_BOULE_MEDONIC_M_SERIES_3_4_50ML.pdf
MIX395,다른제품문서,OR-X123,1,0,,,,0,,미발견,,검증 통과 문서 없음 — international.brand.akzonobel.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://international.brand.akzonobel.com/m/455a342c2d8d9956/original/HAO123__KR_EN_20141101_1.pdf
MIX399,다른제품문서,Penclotrime 310.68 FS,1,3,,,,0,,미발견,,검증 통과 문서 없음 — in.ewu.edu: ReadTimeout | web.archive.org: 제품명 없음 | web.archive.org: 제품명 없음 | 아카이브 스냅샷 0건도 검증 미통과,https://in.ewu.edu/ehs/wp-content/uploads/sites/116/2017/06/Flin-Scientific-How-to-Read-an-SDS.pdf
MIX402,대체근거문서,Penoxsulam,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.tcichemicals.com: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.tcichemicals.com/BE/en/sds/P3037_EU_6N.pdf
MIX407,대체근거문서,Penprome 177FS,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.sigmaaldrich.com/US/en/sds/sial/45614?srsltid=AfmBOopI0OdVtGCUfyMbsQjzQJQ6SiXVe3F5lZT82c8m1riMvHCGJdZu
MIX451,대체근거문서,SP5411,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.sigmaaldrich.com: ReadTimeout | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브에 스냅샷 없음,https://www.sigmaaldrich.com/sds/sigma/e5411?srsltid=AfmBOopte59vv2AMEoFm_32ltpfiaFLK7qY-DhCM_I-IBJJicCfB_D_k
MIX454,다른제품문서,Spirotetramet,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.cpachem.com: 본문 짧음(21자) | www.cpachem.com: 제품명 없음 · 성분 일치 0 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://www.cpachem.com/msds?num=SB21820&dnl=sd_-_Spirotetramat_CAS_203313-25-1_%28SB21820%29_%28EU%29.pdf
MIX46,다른제품문서,Amore DF,1,0,,,,0,,미발견,,검증 통과 문서 없음 — www.afi-usa.com: 제품명 없음 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회 HTTP 503,https://www.afi-usa.com/F2/Reports/pdf/REPORT_SDS_F21471.pdf
MIX464,대체근거문서,TC 281,1,0,,,,0,,미발견,,검증 통과 문서 없음 — beaufort.tricare.mil: HTTP 403 | 아카이브 조회 HTTP 503 · [아카이브 재조회] 검증 통과 문서 없음 — 아카이브 조회실패(ReadTimeout),https://beaufort.tricare.mil/Portals/110/documents/safety/SDS/281%20-%20Substrate%20Access%20II.pdf
