Formulation_ID,ingredient_name,cas,채움전략,농도값,정보원,신뢰도,상세,원본행인덱스
EyeIrritation6pack_PID801,METIlYLCARBAMA'IE,,전략4_ing2pct_exact,0.665,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",1790
EyeIrritation6pack_PID801,"2,2-DIClll..OROVINYL DIME1HYL PHOSPHA'IE; RELA'IED",,전략4_ing2pct_exact,0.186,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",1791
EyeIrritation6pack_PID801,COMPOUNDS,,전략4_ing2pct_exact,0.014,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",1792
EyeIrritation6pack_PID801,INERT INGREDIENTS: (CONTAINS PETROLEUM),,전략4_ing2pct_exact,99.135,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",1793
EyeIrritation6pack_PID801,Other/Inert Ingredients,,전략4_ing2pct_exact,99.135,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",1794
EyeIrritation6pack_PID810,Free,,전략4_ing2pct_exact,100.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=total_row_dropped",1829
EyeIrritation6pack_PID829,Methomyl (900g/kg) – MSDS 2440 Page 1 of,,전략4_ing2pct_exact,90.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",1880
EyeIrritation6pack_PID901,"wallboards. The TBZ metabolite, 5OH-TBZ, was detected in of urine samples collected from",,전략4_ing2pct_exact,48.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",2070
EyeIrritation6pack_PID901,of the urine samples. The detection frequency of 5OH-TBZ was positively associated with,,전략4_ing2pct_exact,37.5,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",2071
EyeIrritation6pack_PID903,Fluoroxypyr-meptyl (ISO),,전략4_ing2pct_exact,45.52,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",2075
EyeIrritation6pack_PID918,Free,,전략4_ing2pct_exact,100.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=total_row_dropped",2115
EyeIrritation6pack_PID933,Triticonazole,131983-72-7,전략4_ing2pct_exact,10.5,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:master_kept",2151
EyeIrritation6pack_PID972,TOTAL structions and exceptions pertaining to the statements on this label about personal,,전략4_ing2pct_exact,100.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=total_row_dropped",2219
EyeIrritation6pack_PID977,Clethodim,99129-21-2,전략4_ing2pct_exact,36.7,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",2226
EyeIrritation6pack_PID977,Heavy aromatic naptha solvent,64742-94-5,전략4_ing2pct_exact,53.69,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",2227
EyeIrritation6pack_PID977,"1,2,4-trimethylbenzene",95-63-6,전략4_ing2pct_exact,5.2,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",2228
EyeIrritation6pack_PID977,Anionic/nonionic surfactant blend,91-20-3,전략4_ing2pct_exact,4.92,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",2229
EyeIrritation6pack_PID990,Cymoxanil,,전략4_ing2pct_exact,60.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",2269
EyeIrritation6pack_PID990,Other/Inert Ingredients,,전략4_ing2pct_exact,40.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",2271
MIX109,flumioxazin (ISO),,전략4_ing2pct_exact,50.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",2589
MIX193,Other inert ingredients secret To w/v,,전략4_ing2pct_exact,100.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=total_row_dropped",2848
MIX295,"Permethrin (3-phenoxyphenyl)methyl(±)cis,trans-3-(2,2-dichloroethenyl",,전략4_ing2pct_exact,28.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",3210
MIX412,"Elemental copper, present as copper hydroxide …",,전략4_ing2pct_exact,50.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",3701
MIX465,Triticonazole,131983-72-7,전략4_ing2pct_exact,10.5,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:master_kept",3952
MIX470,Orthosulfamuron,213464-77-8,전략4_ing2pct_exact,50.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:master_kept",3980
MIX476,Prothioconazole,178928-70-6,전략4_ing2pct_exact,10.8,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:master_kept",3993
MIX518,"1,2-Benzisothiazolin-3-one",2634-33-5,전략4_ing2pct_exact,10.9,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:master_kept",4141
MIX518,"1,3-Dimethylol-5,5-dimethylhydantoin",6440-58-0,전략4_ing2pct_exact,12.5,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:master_kept",4142
MIX518,5-(Hydroxymethyl)-2-furfural,67-47-0,전략4_ing2pct_exact,2.9,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:master_kept",4143
MIX780,,,전략4_ing2pct_exact,100.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=total_row_dropped",4903
MIX799,,,전략4_ing2pct_exact,89.81,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",4949
MIX801,Sodium hydroxide,1310-73-2,전략4_ing2pct_exact,100.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=total_row_dropped",4960
MIX804,Sodium dodecyl sulfate,,전략4_ing2pct_exact,99.0,ing2_pct_value(2차수집_exact),높음,"ing2_pct_kind=exact, pct_status=cross_source_block_dropped:ntp_ice_kept",4968
EyeIrritation6pack_PID1001,"Synonyms : Trifloxysulfuron sodium,Trifloxysulfuron sodium salt",199119-58-9,전략2_CASmedian_n>=3,37.85,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=37.9%, pct_status=ok",49
EyeIrritation6pack_PID1026,Deltamethrin,52918-63-5,전략2_CASmedian_n>=3,4.225,동일CAS_median(n=6),중간,"동일CAS n=6, 중앙값=4.2%, pct_status=ok",120
EyeIrritation6pack_PID1028,Bifenthrin,82657-04-3,전략2_CASmedian_n>=3,7.9,동일CAS_median(n=55),중간,"동일CAS n=55, 중앙값=7.9%, pct_status=ok",128
EyeIrritation6pack_PID1028,Pyraclostrobin,175013-18-0,전략2_CASmedian_n>=3,21.26,동일CAS_median(n=14),중간,"동일CAS n=14, 중앙값=21.3%, pct_status=ok",129
EyeIrritation6pack_PID1028,Propylene glycol 5-10,57-55-6,전략2_CASmedian_n>=3,4.0,동일CAS_median(n=8),중간,"동일CAS n=8, 중앙값=4.0%, pct_status=ok",130
EyeIrritation6pack_PID1059,Water To q.s,7732-18-5,전략2_CASmedian_n>=3,50.0,동일CAS_median(n=5),중간,"동일CAS n=5, 중앙값=50.0%, pct_status=ok",233
EyeIrritation6pack_PID1062,Zoxamide,156052-68-5,전략2_CASmedian_n>=3,80.32,동일CAS_median(n=6),중간,"동일CAS n=6, 중앙값=80.3%, pct_status=ok",249
EyeIrritation6pack_PID115,Synonym: CGA 64250,60207-90-1,전략2_CASmedian_n>=3,1.41,동일CAS_median(n=17),중간,"동일CAS n=17, 중앙값=1.4%, pct_status=ok",257
EyeIrritation6pack_PID126,Service () Number,907204-31-3,전략2_CASmedian_n>=3,14.33,동일CAS_median(n=5),중간,"동일CAS n=5, 중앙값=14.3%, pct_status=ok",299
EyeIrritation6pack_PID131,Permethrin,52645-53-1,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=30),중간,"동일CAS n=30, 중앙값=2.5%, pct_status=ok",312
EyeIrritation6pack_PID131,Piperonyl butoxide,51-03-6,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=19),중간,"동일CAS n=19, 중앙값=2.5%, pct_status=ok",313
EyeIrritation6pack_PID143,Bifenthrin Weight %,82657-04-3,전략2_CASmedian_n>=3,7.9,동일CAS_median(n=55),중간,"동일CAS n=55, 중앙값=7.9%, pct_status=ok",327
EyeIrritation6pack_PID144,Sulfur Coated Urea,7704-34-9,전략2_CASmedian_n>=3,40.225,동일CAS_median(n=16),중간,"동일CAS n=16, 중앙값=40.2%, pct_status=ok",331
EyeIrritation6pack_PID144,Micro Pelleted Limestone/Filler,1317-65-3,전략2_CASmedian_n>=3,23.0,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=23.0%, pct_status=ok",332
EyeIrritation6pack_PID154,Bifenthrin,82657-04-3,전략2_CASmedian_n>=3,7.9,동일CAS_median(n=55),중간,"동일CAS n=55, 중앙값=7.9%, pct_status=ok",360
EyeIrritation6pack_PID155,Bifenthrin,82657-04-3,전략2_CASmedian_n>=3,7.9,동일CAS_median(n=55),중간,"동일CAS n=55, 중앙값=7.9%, pct_status=ok",363
EyeIrritation6pack_PID160,RN,125401-92-5,전략2_CASmedian_n>=3,80.0,동일CAS_median(n=5),중간,"동일CAS n=5, 중앙값=80.0%, pct_status=ok",368
EyeIrritation6pack_PID170,RN,188425-85-6,전략2_CASmedian_n>=3,18.0,동일CAS_median(n=7),중간,"동일CAS n=7, 중앙값=18.0%, pct_status=ok",374
EyeIrritation6pack_PID217,Metofluthrin,240494-70-6,전략2_CASmedian_n>=3,31.439999999999998,동일CAS_median(n=8),중간,"동일CAS n=8, 중앙값=31.4%, pct_status=cross_source_block_dropped:master_kept",439
EyeIrritation6pack_PID224,BUTANE 10.0-20.0,106-97-8,전략2_CASmedian_n>=3,5.5,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=5.5%, pct_status=ok",464
EyeIrritation6pack_PID224,PROPANE 2.5-10.0,74-98-6,전략2_CASmedian_n>=3,10.0,동일CAS_median(n=6),중간,"동일CAS n=6, 중앙값=10.0%, pct_status=ok",465
EyeIrritation6pack_PID224,ALIPHATIC HYDROCARBONS 5.0-10.0,64742-47-8,전략2_CASmedian_n>=3,5.875,동일CAS_median(n=12),중간,"동일CAS n=12, 중앙값=5.9%, pct_status=ok",466
EyeIrritation6pack_PID224,N-OCTYL BICYCLOHEPTENE DICARBOXIMIDE,113-48-4,전략2_CASmedian_n>=3,0.29,동일CAS_median(n=5),중간,"동일CAS n=5, 중앙값=0.3%, pct_status=ok",467
EyeIrritation6pack_PID224,PIPERONYL BUTOXIDE,51-03-6,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=19),중간,"동일CAS n=19, 중앙값=2.5%, pct_status=ok",468
EyeIrritation6pack_PID224,PRALLETHRIN,23031-36-9,전략2_CASmedian_n>=3,0.03,동일CAS_median(n=20),중간,"동일CAS n=20, 중앙값=0.0%, pct_status=ok",469
EyeIrritation6pack_PID225,Sulfur,7704-34-9,전략2_CASmedian_n>=3,40.225,동일CAS_median(n=16),중간,"동일CAS n=16, 중앙값=40.2%, pct_status=ok",477
EyeIrritation6pack_PID228,Crystalline quartz (respirable),14808-60-7,전략2_CASmedian_n>=3,0.1,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=0.1%, pct_status=ok",489
EyeIrritation6pack_PID242,Metribuzin 62,21087-64-9,전략2_CASmedian_n>=3,75.0,동일CAS_median(n=5),중간,"동일CAS n=5, 중앙값=75.0%, pct_status=ok",507
EyeIrritation6pack_PID242,Kaolin 8.3,1332-58-7,전략2_CASmedian_n>=3,13.6,동일CAS_median(n=9),중간,"동일CAS n=9, 중앙값=13.6%, pct_status=ok",509
EyeIrritation6pack_PID242,Crystalline Silica (quartz) <,14808-60-7,전략2_CASmedian_n>=3,0.1,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=0.1%, pct_status=ok",510
EyeIrritation6pack_PID242,Titanium dioxide <,13463-67-7,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=2.5%, pct_status=ok",511
EyeIrritation6pack_PID243,Metribuzin 62,21087-64-9,전략2_CASmedian_n>=3,75.0,동일CAS_median(n=5),중간,"동일CAS n=5, 중앙값=75.0%, pct_status=ok",514
EyeIrritation6pack_PID243,Kaolin 8.3,1332-58-7,전략2_CASmedian_n>=3,13.6,동일CAS_median(n=9),중간,"동일CAS n=9, 중앙값=13.6%, pct_status=ok",516
EyeIrritation6pack_PID243,Crystalline Silica (quartz) <,14808-60-7,전략2_CASmedian_n>=3,0.1,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=0.1%, pct_status=ok",517
EyeIrritation6pack_PID243,Titanium dioxide <,13463-67-7,전략2_CASmedian_n>=3,2.5,동일CAS_median(n=3),중간,"동일CAS n=3, 중앙값=2.5%, pct_status=ok",518
EyeIrritation6pack_PID251,Kaolin clay NF Carrier,1332-58-7,전략2_CASmedian_n>=3,13.6,동일CAS_median(n=9),중간,"동일CAS n=9, 중앙값=13.6%, pct_status=ok",524
EyeIrritation6pack_PID252,Silica,14808-60-7,전략2_CASmedian_n>=3,0.1,동일CAS_median(n=4),중간,"동일CAS n=4, 중앙값=0.1%, pct_status=ok",525
